_inventory,_substance,_other_names,_use,_cas,GRAS Notice (GRN) No.,Substance,Intended Use,Basis,Notifier,Notifier Address,Date of filing,GRN Part 1,GRN Part 2,GRN Part 3,GRN Part 4,GRN Part 5,GRN Part 6,GRN Part 7,Date of closure,Date of correction letter,FDA's Letter,Date additional correspondence,Additional correspondence,Date additinoal correspondence 2,Additional correspondence 2,Date additional correspondence 3,Additional correspondence 3,Date additional correspondence 4,Additional correspondence 4,Resubmission,Resubmitted,Notes,Related submission
gras_notices,Sodium ferrous citrate,,Use in various food categories as a source of dietary iron for food enrichment and fortification purposes consistent with iron supplementation guidelines,,441,Sodium ferrous citrate,Use in various food categories as a source of dietary iron for food enrichment and fortification purposes consistent with iron supplementation guidelines,Scientific procedures,"Eisai Food and Chemical Co., Ltd.","5th Floor, Nihonbashi Sunrise Building ; 3-13-10 Nihonbashi Chuo-ku ; Tokyo 103-0027 ; JAPAN",08/23/2012,GRN 441 (in PDF),,,,,,,05/10/2013,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,,,,
gras_notices,Volatile oil of mustard (white),,"As an antimicrobial in non-carbonated beverages, ketchup, sauces and gravies, and egg substitutes",,442,Volatile oil of mustard (white),"As an antimicrobial in non-carbonated beverages, ketchup, sauces and gravies, and egg substitutes",Scientific procedures,"ConAgra Foods, Inc.","ConAgra Drive ; Mail Stop 6-460 ; Omaha, Nebraska 68102",08/28/2012,GRN 442 (in PDF),,,,,,,01/03/2013,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Shrimp-derived chitosan,,"Use in foods generally including meat and poultry, for multiple technical effects",,443,Shrimp-derived chitosan,"Use in foods generally including meat and poultry, for multiple technical effects",Scientific procedures,Primex ehf,"Oskarsgata 7, 580 Siglufjordur ; ICELAND",09/04/2012,GRN 443 (in PDF),,,,,,,02/11/2013,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,170,,,
gras_notices,Milk protein concentrate and milk protein isolate,,"As ingredients in meal replacements and bars, term infant formula, milk products, non-standardized cheese products, confections and frosting, puddings and fillings, and dressings, soups, sauces, and snack foods",,444,Milk protein concentrate and milk protein isolate,"As ingredients in meal replacements and bars, term infant formula, milk products, non-standardized cheese products, confections and frosting, puddings and fillings, and dressings, soups, sauces, and snack foods",Scientific procedures,American Dairy Products Institute; and; U.S. Dairy Export Council;,"116 N. York Street ; Elmhurst, IL 60126 ; and; 2101 Wilson Boulevard, Suite 400; Arlington, VA 22201",09/25/2012,GRN 444 (in PDF),,,,,,,03/18/2013,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,504,,
gras_notices,"Bifidobacterium animalis subsp. lactis strains HN019, Bi-07, Bl-04 and B420",,"As ingredients in ready-to-eat breakfast cereals, bars, cheeses, milk drinks and milk products, bottled water and teas, fruit juices, fruit nectars, fruit 'ades' and fruit drinks, chewing gum, and confections at a maximum level of 2 x 1011 colony forming units per serving",,445,"Bifidobacterium animalis subsp. lactis strains HN019, Bi-07, Bl-04 and B420","As ingredients in ready-to-eat breakfast cereals, bars, cheeses, milk drinks and milk products, bottled water and teas, fruit juices, fruit nectars, fruit 'ades' and fruit drinks, chewing gum, and confections at a maximum level of 2 x 1011 colony forming units per serving",Scientific procedures,"Danisco USA, Inc.","3329 Agricultural Drive, ; Madison, WI 53716",10/12/2012,GRN 445 (in PDF),,,,,,,04/10/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Red grape pomace extract,,"As an antioxidant in fruit juices (except those for which a standard of identity exists), fruit flavored beverages, fruit flavored beverage mixes and carbonated fruit flavored beverages at a concentration of up to 210 milligrams/kilogram (alone or in combination with other safe and appropriate antioxidant substances)",,446,Red grape pomace extract,"As an antioxidant in fruit juices (except those for which a standard of identity exists), fruit flavored beverages, fruit flavored beverage mixes and carbonated fruit flavored beverages at a concentration of up to 210 milligrams/kilogram (alone or in combination with other safe and appropriate antioxidant substances)",Scientific procedures,Groupe GRAP'SUD,30 360 Cruvier-Lascours ; FRANCE,10/16/2012,GRN 446 (in PDF),,,,,,,04/15/2013,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,,,,
gras_notices,Potato protein isolates,,"For various technical effects in comminuted meat products and comminuted poultry products at levels up to 3%For various technical effects in alcoholic beverages, baked foods and baking mixes, cheeses, dairy product analogs, egg products (i.e., meringues), fats and oils, frozen dairy desserts and mixes, fruit and water ices, gelatins, puddings, and fillings, milk products, nuts and nut products, and plant protein products at levels ranging from 0.01 to 15% For use as sources of protein in sports drinks and protein sports bars at levels ranging from 1 to 10% and during fermentation",,447,Potato protein isolates,"For various technical effects in comminuted meat products and comminuted poultry products at levels up to 3%For various technical effects in alcoholic beverages, baked foods and baking mixes, cheeses, dairy product analogs, egg products (i.e., meringues), fats and oils, frozen dairy desserts and mixes, fruit and water ices, gelatins, puddings, and fillings, milk products, nuts and nut products, and plant protein products at levels ranging from 0.01 to 15% For use as sources of protein in sports drinks and protein sports bars at levels ranging from 1 to 10% and during fermentation",Scientific procedures,Solanic B.V.,P.O. Box 15 ; 9640 AA Veendam ; The NETHERLANDS,11/05/2012,GRN 447 (in PDF),,,,,,,05/24/2013,07/03/2013,FDA has no questions,02/11/2015,Additional correspondence regarding an additional intended use,01/23/2015,Additional correspondence regarding an additional intended use,,,,,,,,
gras_notices,Enzyme-modified steviol glycosides,,"As a general purpose sweetener in foods excluding meat and poultry products and infant formula, at levels determined by good manufacturing practice, as well as for use as a table top sweetener",,448,Enzyme-modified steviol glycosides,"As a general purpose sweetener in foods excluding meat and poultry products and infant formula, at levels determined by good manufacturing practice, as well as for use as a table top sweetener",Scientific procedures,"Daepyung Co., Ltd.","Leaders B/D 604, #274-4 Seohyeon-Dong ; Bundang-Gu, Seongnam-Si, Gyeonggi-Do ; Republic of SOUTH KOREA (463-824)",11/05/2012,GRN 448 (in PDF),,,,,,,05/03/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Medium chain triglycerides,,"For a number of technical effects in baked goods, beverages, chewing gum, confections and frostings, dairy product analogues, fats and oils, frozen dairy desserts, processed fruits, snack foods, adult nutritionals, cheeses and cheese spreads and soft candies",,449,Medium chain triglycerides,"For a number of technical effects in baked goods, beverages, chewing gum, confections and frostings, dairy product analogues, fats and oils, frozen dairy desserts, processed fruits, snack foods, adult nutritionals, cheeses and cheese spreads and soft candies",Scientific procedures,"Lonza, Inc.","90 Boroline Road ; Allendale, NJ",12/06/2012,GRN 449 (in PDF),,,,,,,02/19/2014,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Chlorella protothecoides S106 flour with 40-70% lipid,,"As an ingredient in baked goods, beverages and beverage bases, breakfast cereals, cheese, non-diary, egg products, fats and oils, frozen dairy, desserts and mixes, meal replacements, milk and milk products, snack foods, vegetable and seafood soups, and sweet sauces at levels ranging from 10 to 120 grams per kilogram of food",,450,Chlorella protothecoides S106 flour with 40-70% lipid,"As an ingredient in baked goods, beverages and beverage bases, breakfast cereals, cheese, non-diary, egg products, fats and oils, frozen dairy, desserts and mixes, meal replacements, milk and milk products, snack foods, vegetable and seafood soups, and sweet sauces at levels ranging from 10 to 120 grams per kilogram of food",Scientific procedures,"Solazyme Roquette Nutritionals, LLC","225 Gateway Blvd. ; South San Francisco, CA 94080",12/12/2012,GRN 450 (in PDF),,,,,,,04/19/2013,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,469,,
gras_notices,Calcium ascorbate with added threonate,,"As a source of ascorbic acid (vitamin C) in beverages and beverage bases, breakfast cereals, chewing gum, coffee and tea, grain products, processed fruits and fruit juices, and medical foods at levels of up to 500 milligrams of vitamin C per serving",,451,Calcium ascorbate with added threonate,"As a source of ascorbic acid (vitamin C) in beverages and beverage bases, breakfast cereals, chewing gum, coffee and tea, grain products, processed fruits and fruit juices, and medical foods at levels of up to 500 milligrams of vitamin C per serving",Scientific procedures,The Ester C Company,"6735 Inter-Cal Way ; Prescott, AZ 86301",12/12/2012,GRN 451 (in PDF),,,,,,,08/05/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Enzyme-modified steviol glycosides,,"General-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices, as well as use as a table top sweetener",,452,Enzyme-modified steviol glycosides,"General-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices, as well as use as a table top sweetener",Scientific procedures,"Daepyung Co., Ltd.","Leaders B/D 604, #274-4 Seohyeon-Dong ; Bundang-Gu, Seongnam-Si, Gyeonggi-Do ; Republic of SOUTH KOREA (463-824)",01/14/2013,GRN 452 (in PDF),,,,,,,07/01/2013,,FDA has no questions,12/10/2018,Additional correspondence (in PDF),,,,,,,,,,
gras_notices,Bifidobacterium breve M-16V,,"As an ingredient in baked goods, breakfast cereals, fruit juices and nectars, fruit ices, vegetable juices, milk-based drinks and powders, dairy product analogs, frozen dairy desserts, processed cheese, imitation cheese, cheese spreads, butter-type products, snack foods, gelatin, pudding, fillings, meal replacements, snack bars, nut and peanut spreads, hard and soft candies, cocoa-type powder, and condiment sauces at levels up to 5 x 109 colony forming units per serving",,453,Bifidobacterium breve M-16V,"As an ingredient in baked goods, breakfast cereals, fruit juices and nectars, fruit ices, vegetable juices, milk-based drinks and powders, dairy product analogs, frozen dairy desserts, processed cheese, imitation cheese, cheese spreads, butter-type products, snack foods, gelatin, pudding, fillings, meal replacements, snack bars, nut and peanut spreads, hard and soft candies, cocoa-type powder, and condiment sauces at levels up to 5 x 109 colony forming units per serving",Scientific procedures,"Morinaga Milk Industry Co., Ltd","33-1, Shiba 5-Chome, Minato-ku ; Tokyo 108-8384, JAPAN",01/22/2013,GRN 453 (in PDF),,,,,,,09/27/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Bifidobacterium breve M-16V,,"As an ingredient in non-exempt powdered term infant formulas (milk- or soy-based) and exempt powdered term infant formula containing partially-hydrolyzed milk or soy proteins, at levels up to 108 colony forming units per gram of infant formula powder",,454,Bifidobacterium breve M-16V,"As an ingredient in non-exempt powdered term infant formulas (milk- or soy-based) and exempt powdered term infant formula containing partially-hydrolyzed milk or soy proteins, at levels up to 108 colony forming units per gram of infant formula powder",Scientific procedures,"Morinaga Milk Industry Co., Ltd","33-1, Shiba 5-Chome, Minato-ku ; Tokyo 108-8384, JAPAN",01/22/2013,GRN 454 (in PDF),,,,,,,09/27/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Bifidobacterium breve M-16V,,"As an ingredient in exempt term powdered amino acid-based formulas, at levels providing 108 colony forming units per gram of infant formula powder",,455,Bifidobacterium breve M-16V,"As an ingredient in exempt term powdered amino acid-based formulas, at levels providing 108 colony forming units per gram of infant formula powder",Scientific procedures,Danone Trading B.V.,Schiphol Boulevard 105 ; 1118 BG Schiphol Airport ; THE NETHERLANDS,01/23/2013,GRN 455 (in PDF),,,,,,,09/30/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Rebaudioside D purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni (rebaudioside D),,"General-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices, as well as use as a table top sweetener",,456,Rebaudioside D purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni (rebaudioside D),"General-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices, as well as use as a table top sweetener",Scientific procedures,"PureCircle USA, Inc.","915 Harger Road, Suite 250 ; Oak Brook, IL 60523",01/23/2013,GRN 456 (in PDF),,,,,,,07/01/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Bacteroides xylanisolvens strain DSM 23964,,As an ingredient in fermented low-fat and skim milk and milk products at 0.5x1012 B. xylanisolvens DSM 23964 heat inactivated cells or 150-300 milligrams of B. xylanisolvens DSM 23964 per 100 grams of food,,457,Bacteroides xylanisolvens strain DSM 23964,As an ingredient in fermented low-fat and skim milk and milk products at 0.5x1012 B. xylanisolvens DSM 23964 heat inactivated cells or 150-300 milligrams of B. xylanisolvens DSM 23964 per 100 grams of food,Scientific procedures,Avitop GmbH,Robert-R&ouml;ssel-Str. 10 ; 13125 Berlin-Buch ; GERMANY,02/08/2013,GRN 457 (in PDF),,,,,,,12/16/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Xylooligosaccharides,,"As a bulking agent in beers and ales at a level of 0.5 grams per serving (g/serving) As an ingredient in breakfast bars, cereal bars, cheese, chewing gums, custards, flavored and soy milk, gelatin desserts and salads, medical foods, milk and milk products, isotonic beverages, milk desserts, ready-to-drink milk-based meal replacements, power bars, puddings, protein bars, processed fruits, juice drinks and punch, ready-to-eat cereals, sports drinks, and yogurt at levels ranging from 0.2 to 2.4 g/serving",,458,Xylooligosaccharides,"As a bulking agent in beers and ales at a level of 0.5 grams per serving (g/serving) As an ingredient in breakfast bars, cereal bars, cheese, chewing gums, custards, flavored and soy milk, gelatin desserts and salads, medical foods, milk and milk products, isotonic beverages, milk desserts, ready-to-drink milk-based meal replacements, power bars, puddings, protein bars, processed fruits, juice drinks and punch, ready-to-eat cereals, sports drinks, and yogurt at levels ranging from 0.2 to 2.4 g/serving",Scientific procedures,"Shandong Longlive Bio-technology Co., Ltd.","R&D Fortune Center, Room 806 ; 182-6 Haier Road ; Laoshan District, Qingdoa ; CHINA",02/08/2013,GRN 458 (in PDF),,,,,,,08/23/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Olive pulp extract,,"As an antioxidant in baked goods, beverages, cereals, sauces and dressings, seasonings, snacks, and functional foods at a level up to 3,000 milligrams per kilogram in the final food",,459,Olive pulp extract,"As an antioxidant in baked goods, beverages, cereals, sauces and dressings, seasonings, snacks, and functional foods at a level up to 3,000 milligrams per kilogram in the final food",Scientific procedures,Phenofarm s.r.l.,"Domenico Chelini 5 ; 00197, Rome ; ITALY",02/04/2013,GRN 459 (in PDF),,,,,,,03/25/2013,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Curcuminoids purified from turmeric (Curcuma longa L.),,"As a flavor, flavor enhancer, or an ingredient in baked goods, soups, snack foods, imitation dairy products, and seasoning, at levels up to 20 milligrams per serving",,460,Curcuminoids purified from turmeric (Curcuma longa L.),"As a flavor, flavor enhancer, or an ingredient in baked goods, soups, snack foods, imitation dairy products, and seasoning, at levels up to 20 milligrams per serving",Scientific procedures,Sabinsa Corporation,"20 Lake Drive ; East Windsor, NJ ; 08520",02/28/2013,GRN 460 (in PDF),,,,,,,08/23/2013,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,,,,
gras_notices,Rebaudioside A purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni (rebaudioside A),,"General-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices, as well as use as a table top sweetener",,461,Rebaudioside A purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni (rebaudioside A),"General-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices, as well as use as a table top sweetener",Scientific procedures,Almendra Limited,"All Seasons Places, 23rd Floor, M-Thai Tower ; 87 Wireless Road, Lumpini, Phatumwan, Bangkok ; THAILAND",03/01/2013,GRN 461 (in PDF),,,,,,,08/14/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Lipase enzyme preparation from modified Pseudomonas fluorescens Biovar I,,"As an enzyme in the production of refined triacylglycerol-based oils used in food, at specified levels",,462,Lipase enzyme preparation from modified Pseudomonas fluorescens Biovar I,"As an enzyme in the production of refined triacylglycerol-based oils used in food, at specified levels",Scientific procedures,Verenium Corporation,"3550 John Hopkins Court ; San Diego, CA 92121",03/04/2013,GRN 462 (in PDF),,,,,,,06/06/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Lactobacillus acidophilus strain NP 28, Lactobacillus acidophilus strain NP51, Lactobacillus subsp. lactis strain NP7, and Pediococcus acidilactici strain NP3",,"As an antimicrobial, up to 1x108 colony-forming units per gram of food, to control pathogenic bacteria in fresh chopped/ground, whole muscle cuts, and carcasses of meat and poultry and ready-to-eat meat products",,463,"Lactobacillus acidophilus strain NP 28, Lactobacillus acidophilus strain NP51, Lactobacillus subsp. lactis strain NP7, and Pediococcus acidilactici strain NP3","As an antimicrobial, up to 1x108 colony-forming units per gram of food, to control pathogenic bacteria in fresh chopped/ground, whole muscle cuts, and carcasses of meat and poultry and ready-to-eat meat products",Scientific procedures,"Guardian Food Technologies, LLC","4550 West 109th Street, Suite 10 ; Overland Park, KS ; 66211",03/22/2013,GRN 463 (in PDF),,,,,,,01/16/2014,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Polyglycerol polyricinoleic acid,,"As an emulsifier in condiments and spreads at levels up to 0.28%, in flavors at levels up to 0.1%, and in snacks (cheese powders) at levels up to 0.15%",,466,Polyglycerol polyricinoleic acid,"As an emulsifier in condiments and spreads at levels up to 0.28%, in flavors at levels up to 0.1%, and in snacks (cheese powders) at levels up to 0.15%",Scientific procedures,"McCormick & Company, Inc.","18 Loveton Circle, PO Box 6000 ; Sparks Glencoe, MD 21152",04/03/2013,GRN 466 (in PDF),,,,,,,09/25/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Rebaudioside A purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni,,As a table-top sweetener and as a general purpose non-nutritive sweetener in foods,,467,Rebaudioside A purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni,As a table-top sweetener and as a general purpose non-nutritive sweetener in foods,Scientific procedures,"Qufu Xiangzhou Stevia Products Co., Ltd.","Yulong Road No. 11 ; Qufu, Shangdong ; CHINA 273100",04/30/2013,GRN 467 (in PDF),,,,,,,11/25/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Preparation containing the bacterial monophages, Fo1a and S16, specific to Salmonella",,As an antimicrobial to control Salmonella serovars on certain pork and poultry products; beef; vegetables; and fresh and saltwater seafood (excluding Siluriformes (catfish)) at levels up to 108 plaque forming units (PFU)/g of food.,,468,"Preparation containing the bacterial monophages, Fo1a and S16, specific to Salmonella",As an antimicrobial to control Salmonella serovars on certain pork and poultry products; beef; vegetables; and fresh and saltwater seafood (excluding Siluriformes (catfish)) at levels up to 108 plaque forming units (PFU)/g of food.,Scientific procedures,Micreos B.V.,Nieuwe Kanaal 7P ; 6709 PA Wageningen ; The NETHERLANDS,04/30/2013,GRN 468 (in PDF),,,,,,,12/23/2013,,FDA has no questions,04/06/2021,Additional correspondence responding to a supplement (in PDF),12/02/2016,Additional correspondence,,,,,,,,
gras_notices,Chlorella protothecoides strain S106 flour with 40-70% lipid (algal flour),,"As a partial replacement for cream, milk, eggs/egg yolks, and/or butter/shortening. Algal flour is intended for use in baked goods, beverages and beverage bases, breakfast cereals, cheese, non-dairy, egg products, fats and oils (including salad dressing and mayonnaise), frozen dairy products, puddings and custards, meal replacements, milk and milk products, snack foods, vegetable and seafood soups, and sweet sauces at levels ranging from 5 to 120 grams per kilogram of food",,469,Chlorella protothecoides strain S106 flour with 40-70% lipid (algal flour),"As a partial replacement for cream, milk, eggs/egg yolks, and/or butter/shortening. Algal flour is intended for use in baked goods, beverages and beverage bases, breakfast cereals, cheese, non-dairy, egg products, fats and oils (including salad dressing and mayonnaise), frozen dairy products, puddings and custards, meal replacements, milk and milk products, snack foods, vegetable and seafood soups, and sweet sauces at levels ranging from 5 to 120 grams per kilogram of food",Scientific procedures,"Solazyme Roquette Nutritionals, LLC","225 Gateway Blvd ; South San Francisco, CA, 94080",05/15/2013,GRN 469 (in PDF),,,,,,,06/07/2013,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,450,,,
gras_notices,Ethyl cellulose,,"For uses including viscosity modification, thickening, film-forming, stabilization, acting as a filler, and for thermal gelation in grain products, vegetables, fruits, milk and milk products, legumes, nuts and seeds, fats and oils, sugars and sweets, and beverages at levels ranging from 0.0075 to 5%",,470,Ethyl cellulose,"For uses including viscosity modification, thickening, film-forming, stabilization, acting as a filler, and for thermal gelation in grain products, vegetables, fruits, milk and milk products, legumes, nuts and seeds, fats and oils, sugars and sweets, and beverages at levels ranging from 0.0075 to 5%",Scientific procedures,Dow Wolff Cellulosics,"1691 N. Swede Road ; Midland, MI 48674",05/15/2013,GRN 470 (in PDF),,,,,,,12/16/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Annatto seed extract,,As a source of vitamin E in food at a level of up to 100 milligrams of tocotrienols per serving,,471,Annatto seed extract,As a source of vitamin E in food at a level of up to 100 milligrams of tocotrienols per serving,Scientific procedures,"American River Nutrition, Inc.","31 Campus Plaza Road ; Hadley, MA 01035",05/17/2013,GRN 471 (in PDF),,,,,,,05/19/2014,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,,,,
gras_notices,Xylanase enzyme preparation derived from Bacillus licheniformis carrying a gene encoding a modified xylanase from B. licheniformis,,"For use in the baking industry at a level of 0.5 grams of xylanase enzyme preparation per 100 kilograms of flour to modify arabinoxylans, resulting in improved dough handling and bread characteristics",,472,Xylanase enzyme preparation derived from Bacillus licheniformis carrying a gene encoding a modified xylanase from B. licheniformis,"For use in the baking industry at a level of 0.5 grams of xylanase enzyme preparation per 100 kilograms of flour to modify arabinoxylans, resulting in improved dough handling and bread characteristics",Scientific procedures,"Novozymes North America, Inc.","77 Perry Chapel Church Road, P.O. Box 576 ; Franklinton, NC 27525",05/23/2013,GRN 472 (in PDF),,,,,,,01/10/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Purified steviol glycosides with rebaudioside X as the principal component,,As an ingredient in food,,473,Purified steviol glycosides with rebaudioside X as the principal component,As an ingredient in food,Scientific procedures,"PureCircle, Ltd.","915 Harger Road, Suite 250 ; Oak Brook, IL 60523",05/23/2013,GRN 473 (in PDF),,,,,,,12/17/2013,,FDA has no questions,,,,,,,,,,,,
gras_notices,Piperine derived from the fruits of Piper nigrum L (black pepper) or P. longum (long pepper),,As a flavoring agent in food,,474,Piperine derived from the fruits of Piper nigrum L (black pepper) or P. longum (long pepper),As a flavoring agent in food,Scientific procedures,Sabinsa Corporation,"20 Lake Drive ; East Windsor, NJ ; 08520",06/17/2013,GRN 474 (in PDF),,,,,,,09/19/2013,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Citrus fruit extract,,"For use as antimicrobial and preservative in all nonstandardized food categories, excluding uses in infant formula and in food products regulated by the United States Department of Agriculture (USDA), at levels up to 1500 milligrams (mg) per kilogram (kg) of food.",,475,Citrus fruit extract,"For use as antimicrobial and preservative in all nonstandardized food categories, excluding uses in infant formula and in food products regulated by the United States Department of Agriculture (USDA), at levels up to 1500 milligrams (mg) per kilogram (kg) of food.",Scientific procedures,"BIOSECUR Lab, Inc.","P.O. Box 85123 ; Mont St-Hilaire, Quebec J3H 5W1 ; CANADA",06/17/2013,GRN 475 (in PDF),,,,,,,05/08/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Asparaginase enzyme preparation produced by genetically modified Bacillus subtilis,,"As an enzyme in bread, potato, cereals, coffee and chocolate products, at a level of up to 20 milligram Total Organic Solids per kilogram of food",,476,Asparaginase enzyme preparation produced by genetically modified Bacillus subtilis,"As an enzyme in bread, potato, cereals, coffee and chocolate products, at a level of up to 20 milligram Total Organic Solids per kilogram of food",Scientific procedures,"Novozymes North America, Inc.","77 Perry Chapel Church Road, P.O. Box 576 ; Franklinton, NC 27525",06/19/2013,GRN 476 (in PDF),,,,,,,02/03/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Long-chain inulin,,"As an ingredient in term infant formulas, toddler formulas, and medical foods",,477,Long-chain inulin,"As an ingredient in term infant formulas, toddler formulas, and medical foods",Scientific procedures,Danone Trading B.V.,Schiphol Boulevard 105 ; 1118 BG Schiphol Airport ; THE NETHERLANDS,07/22/2013,GRN 477 (in PDF),,,,,,,03/04/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Rice hull fiber,,As a source of dietary fiber,,478,Rice hull fiber,As a source of dietary fiber,Scientific procedures,SunOpta Ingredients Group,"1001 S. Cleveland Street ; Cambridge, MN 55008",07/30/2013,GRN 478 (in PDF),,,,,,,09/14/2015,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Beta-glucanase, cellulase, and xylanase enzyme preparation from Talaromyces emersonii",,As an enzyme in the production of beer and fermented beverages at levels up to 500 grams per metric ton of grist,,479,"Beta-glucanase, cellulase, and xylanase enzyme preparation from Talaromyces emersonii",As an enzyme in the production of beer and fermented beverages at levels up to 500 grams per metric ton of grist,Scientific procedures,DSM Food Specialties,P.O. Box 1 ; 2600 MA Delft ; The NETHERLANDS,08/05/2013,GRN 479 (in PDF),,,,,,,03/07/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Dried aqueous extract derived from white kidney bean (Phaseolus vulgaris),,As an ingredient in food providing an aggregate intake of up to 10 grams per person per day,,480,Dried aqueous extract derived from white kidney bean (Phaseolus vulgaris),As an ingredient in food providing an aggregate intake of up to 10 grams per person per day,Scientific procedures,"Pharmachem Laboratories, Inc.","265 Harrison Avenue ; Kearny, NJ 07032",08/14/2013,GRN 480 (in PDF),,,,,,,05/30/2014,,FDA has no questions,,,,,,,,,434,,,
gras_notices,Meso-zeaxanthin,,As an ingredient in a variety of food and beverage applications,,481,Meso-zeaxanthin,As an ingredient in a variety of food and beverage applications,Scientific procedures,Industrial Organical S.A. de C.V.,"Ave. Almazan No. 100 ; Col. Topo Chico, Monterrey, N.L. ; MEXICO",08/28/2013,GRN 481 (in PDF),,,,,,,04/11/2014,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,,,,
gras_notices,Beta-glucanase and xylanase enzyme preparation from Disporotrichum dimorphosporum,,As an enzyme in production of beer and other fermented beverages at levels up to 6.32 milligrams of total organic solids per liter,,482,Beta-glucanase and xylanase enzyme preparation from Disporotrichum dimorphosporum,As an enzyme in production of beer and other fermented beverages at levels up to 6.32 milligrams of total organic solids per liter,Scientific procedures,DSM Food Specialties,P.O. Box 1 ; 2600 MA Delft ; The NETHERLANDS,09/16/2013,GRN 482 (in PDF),,,,,,,07/03/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Aqueous extract of Emblica officinalis,,As a flavoring agent in foods,,483,Aqueous extract of Emblica officinalis,As a flavoring agent in foods,Scientific procedures,"Natreon, Inc.","2D Janine Place; New Brunswick, NJ 08901",09/18/2013,GRN 483 (in PDF),,,,,,,04/17/2014,07/21/2014,FDA has no questions,,,,,,,,,322,,,
gras_notices,Galacto-oligosaccharides,,As an ingredient in food and beverage products,,484,Galacto-oligosaccharides,As an ingredient in food and beverage products,Scientific procedures,"Clasado, Inc.","1620 Pinetree Drive ; Pittsburg, PA 15241",09/19/2013,GRN 484 (in PDF),,,,,,,05/08/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Beta-galactosidase enzyme preparation,,As an ingredient in foods,,485,Beta-galactosidase enzyme preparation,As an ingredient in foods,Scientific procedures,"Clasado, Inc.","1620 Pinetree Drive ; Pittsburg, PA 15241",09/23/2013,GRN 485 (in PDF),,,,,,,04/15/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Oil from the seeds of Buglossoides arvensis,,As an ingredient in foods,,486,Oil from the seeds of Buglossoides arvensis,As an ingredient in foods,Scientific procedures,"Technology Crops International, LLC","P.O. Box 11925 ; Winston Salem, NC 27116",10/28/2013,GRN 486 (in PDF),,,,,,,12/23/2014,,FDA has no questions,,,,,,,,,,,,
