_inventory,_substance,_other_names,_use,_cas,GRAS Notice (GRN) No.,Substance,Intended Use,Basis,Notifier,Notifier Address,Date of filing,GRN Part 1,GRN Part 2,GRN Part 3,GRN Part 4,GRN Part 5,GRN Part 6,GRN Part 7,Date of closure,Date of correction letter,FDA's Letter,Date additional correspondence,Additional correspondence,Date additinoal correspondence 2,Additional correspondence 2,Date additional correspondence 3,Additional correspondence 3,Date additional correspondence 4,Additional correspondence 4,Resubmission,Resubmitted,Notes,Related submission
gras_notices,Rebaudioside M produced by enzymatic treatment of rebaudioside A purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni,,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices.",,1206,Rebaudioside M produced by enzymatic treatment of rebaudioside A purified from the leaves of Stevia rebaudiana (Bertoni) Bertoni,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices.",Scientific procedures,"Adorvia Biotechnology Co., Ltd.","5th Floor, Building 3, 1299 ZiYue Road; Shanghai, 200241; China",,GRN 1206 with amendments (in PDF),,,,,,,02/28/2025,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Lacticaseibacillus rhamnosus ATCC PTA-126815,,"Intended for use as an ingredient in conventional foods at levels up to 1 x 1011 colony forming units (CFU) per serving (excluding use in infant formula, foods formulated for infants, alcoholic beverages, and products under the jurisdiction of the United States Department of Agriculture).",,1240,Lacticaseibacillus rhamnosus ATCC PTA-126815,"Intended for use as an ingredient in conventional foods at levels up to 1 x 1011 colony forming units (CFU) per serving (excluding use in infant formula, foods formulated for infants, alcoholic beverages, and products under the jurisdiction of the United States Department of Agriculture).",Scientific procedures,"Wecare Probiotics Co., Ltd.","1033 LongQiao Rd.; Wujiang, Suzhou Jiangsu, 215200; CHINA",,GRN 1240 with amendments (in PDF),,,,,,,07/08/2025,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,&beta;-lactoglobulin produced by Aspergillus oryzae,,"Intended for use as a source of protein at levels ranging from 5 to 35% in meal replacements and supplements, powdered nutritional beverages, nutritional bars, electrolyte-type sports drinks, high protein performance nutritional beverages, milk, milk drinks and drink mixes, milk substitutes, cream and cream substitutes, half & half, cream cheese, cheese spread, whipped cream, yogurt and fermented milk products, spreads, dips, frozen dairy desserts and mixes, cheese used as an ingredient, semi-hard cheese, desserts and mousses, confections, coatings and fillings, cookies, brownies, crackers, popcorn, potato chips, tortilla chips, hard pretzels/snack mix, doughnuts, toaster patties, muffins, French toast, crepes, pancakes, bagels, scones, biscuits, croissants, breads and rolls, English muffins, pizza crust, salad dressings, minor entrée sauces, and egg substitutes.",,1241,&beta;-lactoglobulin produced by Aspergillus oryzae,"Intended for use as a source of protein at levels ranging from 5 to 35% in meal replacements and supplements, powdered nutritional beverages, nutritional bars, electrolyte-type sports drinks, high protein performance nutritional beverages, milk, milk drinks and drink mixes, milk substitutes, cream and cream substitutes, half & half, cream cheese, cheese spread, whipped cream, yogurt and fermented milk products, spreads, dips, frozen dairy desserts and mixes, cheese used as an ingredient, semi-hard cheese, desserts and mousses, confections, coatings and fillings, cookies, brownies, crackers, popcorn, potato chips, tortilla chips, hard pretzels/snack mix, doughnuts, toaster patties, muffins, French toast, crepes, pancakes, bagels, scones, biscuits, croissants, breads and rolls, English muffins, pizza crust, salad dressings, minor entrée sauces, and egg substitutes.",Scientific procedures,Bon Vivant SAS,"25 Rue St Jean de Dieu, Batiment C; Lyon, 69007; FRANCE",,GRN 1241 (in PDF),,,,,,,09/16/2025,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Short-chain fructooligosaccharides,,"Intended for use as a bulking agent and ingredient in substitutes for meat, poultry, and fish; nutritional bars; breakfast cereals; beverages and juices; cakes; cheese; cream; confectionery; cookies; crackers; dessert toppings and fillings; hard candy; ice cream; infant foods; jams and jellies; milks (acidophilus, flavored and unflavored, evaporated and condensed); cultured dairy beverages; dairy product analogs; muffins and quick breads; sauces, gravies, and condiments; snacks; sorbet and sherbet; soups; foods for young children (12-24 months old); yogurt; drinkable yogurt; and meal replacement shakes at levels ranging from 0.4% to 15%.",,1242,Short-chain fructooligosaccharides,"Intended for use as a bulking agent and ingredient in substitutes for meat, poultry, and fish; nutritional bars; breakfast cereals; beverages and juices; cakes; cheese; cream; confectionery; cookies; crackers; dessert toppings and fillings; hard candy; ice cream; infant foods; jams and jellies; milks (acidophilus, flavored and unflavored, evaporated and condensed); cultured dairy beverages; dairy product analogs; muffins and quick breads; sauces, gravies, and condiments; snacks; sorbet and sherbet; soups; foods for young children (12-24 months old); yogurt; drinkable yogurt; and meal replacement shakes at levels ranging from 0.4% to 15%.",Scientific procedures,BENEO GmbH,Maximilianstr. 10; 68165 Mannheim; GERMANY,,GRN 1242 with amendments (in PDF),,,,,,,07/14/2025,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Lactiplantibacillus plantarum DSM 21380,,"Intended for use as an ingredient in conventional foods at levels up to 5 x 109 colony forming units (CFU)/serving (excluding use in infant formula, infant foods, alcoholic beverages, and products under the jurisdiction of the United States Department of Agriculture).",,1244,Lactiplantibacillus plantarum DSM 21380,"Intended for use as an ingredient in conventional foods at levels up to 5 x 109 colony forming units (CFU)/serving (excluding use in infant formula, infant foods, alcoholic beverages, and products under the jurisdiction of the United States Department of Agriculture).",Scientific procedures,NORDWISE BioTech OÜ,"Riia 181a, 51014 Tartu; ESTONIA",,GRN 1244 with amendments (in PDF),,,,,,,08/05/2025,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Lactiplantibacillus plantarum DSM 21379,,"Intended for use as an ingredient in conventional foods at levels up to 5 x 109 colony forming units (CFU)/serving (excluding use in infant formula, infant foods, alcoholic beverages, and products under the jurisdiction of the United States Department of Agriculture).",,1245,Lactiplantibacillus plantarum DSM 21379,"Intended for use as an ingredient in conventional foods at levels up to 5 x 109 colony forming units (CFU)/serving (excluding use in infant formula, infant foods, alcoholic beverages, and products under the jurisdiction of the United States Department of Agriculture).",Scientific procedures,NORDWISE BioTech OÜ,"Riia 181a, 51014 Tartu; ESTONIA",,GRN 1245 with amendments (in PDF),,,,,,,08/05/2025,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Corn oil derived from distillers grains,,Intended for use as an edible corn oil.,,890,Corn oil derived from distillers grains,Intended for use as an edible corn oil.,Scientific procedures,Corn oil ONE,"4400 E. University Ave Pleasant Hill, IA 50327",,GRN 890 part 1 (in PDF),GRN 890 part 2 (in PDF),GRN 890 amendments part 3 (in PDF),,,,,12/23/2020,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Silk fibroin derived from Bombyx mori cocoons,,"Intended for use as a coating to preserve fruits, vegetables, fish, cheeses, and candy at levels up to 880 mg silk fibroin per kg of food.",,930,Silk fibroin derived from Bombyx mori cocoons,"Intended for use as a coating to preserve fruits, vegetables, fish, cheeses, and candy at levels up to 880 mg silk fibroin per kg of food.",Scientific procedures,"Cambridge Crops, Inc.","444 Somerville Avenue; Somerville, MA 02143",,GRN 930 part 1 (in PDF),GRN 930 part 2 (in PDF),GRN 930 with amendments part 3 (in PDF),,,,,05/25/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,1026,,
gras_notices,Sunflower lecithin,,"Intended for use as an emulsifier, dispersing agent, wetting agent and as a release agent at levels not to exceed current good manufacturing practice (cGMP) in food (including as an emulsifying agent in meat and poultry products), and as a dietary source of choline at levels up to 3 g per 100 g in milk-based, non-exempt infant formula for term infants.",,939,Sunflower lecithin,"Intended for use as an emulsifier, dispersing agent, wetting agent and as a release agent at levels not to exceed current good manufacturing practice (cGMP) in food (including as an emulsifying agent in meat and poultry products), and as a dietary source of choline at levels up to 3 g per 100 g in milk-based, non-exempt infant formula for term infants.",Scientific procedures,Sternchemie GmbH & Co. KG,An der Alster 81 ; 20099 Hamburg; Germany,,GRN 939 part 1 (in PDF),GRN 939 part 2 with amendments (in PDF),,,,,,03/03/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Iron milk proteinate,,Intended for use as a dietary source of iron in the same food categories as other iron salts at levels consistent with current good manufacturing practice.,,959,Iron milk proteinate,Intended for use as a dietary source of iron in the same food categories as other iron salts at levels consistent with current good manufacturing practice.,Scientific procedures,Société des Produits Nestlé S.A.,Avenue Nestle 55; 1800 Vevey; Switzerland,,GRN 959 with amendments (in PDF),,,,,,,03/17/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Monosodium L-5-methyltetrahydrofolate,,"Intended for use as a replacement for folic acid as a source of the vitamin folate in the same food categories as listed under 21 CFR 172.345, except for corn masa flour, at a level equivalent on a molar basis to that of folic acid.",,1023,Monosodium L-5-methyltetrahydrofolate,"Intended for use as a replacement for folic acid as a source of the vitamin folate in the same food categories as listed under 21 CFR 172.345, except for corn masa flour, at a level equivalent on a molar basis to that of folic acid.",Scientific procedures,Merck & Cie,Im Laternenacker 5; 8200 Schaffhausen; Switzerland,,GRN 1023 part 1 (in PDF),GRN 1023 with amendment part 2 (in PDF),,,,,,01/25/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Canola concentrate,,"Intended for use as a protein source, fiber source, thickener, or texturizer in nutritional powders at a maximum use level of 100%; snack foods at a maximum use level of 40%; breakfast cereals at a maximum use level of 35%; nut spreads, nut butters, processed fruits, vegetables, and legumes, and jams, jellies, puddings, and fillings at a maximum use level of 30%; bakery products and baking mixes, grain products and pastas, meat product alternatives, nutritional bars, and confections, candies, and frostings at a maximum use level of 20%;dairy products and dairy alternatives, processed meat and poultry, soups, and soup mixes at a maximum use level of 15%; fats, oils, and salad dressings, batters and breadings, sauces, gravies, condiments, dips, sweet sauces, toppings, and syrups at a maximum use level of 10%; non-alcoholic beverages and beverage bases, coffee, tea, egg substitutes, fruit and water ices at a maximum use level of 7%; and spices and seasoning mixes at a maximum use level of 5%.",,1122,Canola concentrate,"Intended for use as a protein source, fiber source, thickener, or texturizer in nutritional powders at a maximum use level of 100%; snack foods at a maximum use level of 40%; breakfast cereals at a maximum use level of 35%; nut spreads, nut butters, processed fruits, vegetables, and legumes, and jams, jellies, puddings, and fillings at a maximum use level of 30%; bakery products and baking mixes, grain products and pastas, meat product alternatives, nutritional bars, and confections, candies, and frostings at a maximum use level of 20%;dairy products and dairy alternatives, processed meat and poultry, soups, and soup mixes at a maximum use level of 15%; fats, oils, and salad dressings, batters and breadings, sauces, gravies, condiments, dips, sweet sauces, toppings, and syrups at a maximum use level of 10%; non-alcoholic beverages and beverage bases, coffee, tea, egg substitutes, fruit and water ices at a maximum use level of 7%; and spices and seasoning mixes at a maximum use level of 5%.",Scientific procedures,NapiFeryn BioTech Sp. z o. o.,Ul. Dubois 114/116; L&oacute;d&zacute; 93-465; Poland,,GRN 1122 Part 1 (in PDF),GRN 1122 Part 2 - Appendix 1 (in PDF),GRN 1122 Part 3 - Appendix 2-8 (in PDF),GRN 1122 Part 4 - amendments (in PDF),,,,07/25/2024,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,A preparation containing two bacteriophages (phage) specific to Salmonella enterica,,Intended for use as an antimicrobial on the surface of raw poultry at levels up to 2 x 108 plaque forming units (PFU)/g of food.,,1163,A preparation containing two bacteriophages (phage) specific to Salmonella enterica,Intended for use as an antimicrobial on the surface of raw poultry at levels up to 2 x 108 plaque forming units (PFU)/g of food.,Scientific procedures,Cytophage Technologies inc.,"26 Henlow Bay; Winnipeg, MB; R3Y 1G4; Canada",,GRN 1163 (in PDF),,,,,,,05/28/2024,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Triacylglycerol lipase enzyme preparation produced by Candida cylindracea,,"Intended for use as an enzyme at up to 1500 mg Total Organic Solids/kg raw material in the manufacture of cheeses and edible oils, as well as in various brewing, flavoring, and baking applications.",,1161,Triacylglycerol lipase enzyme preparation produced by Candida cylindracea,"Intended for use as an enzyme at up to 1500 mg Total Organic Solids/kg raw material in the manufacture of cheeses and edible oils, as well as in various brewing, flavoring, and baking applications.",Scientific procedures,"Meito Sangyo Co., Ltd.","2973-2 Ishikawa-machi; Hachioji 192-8509, Tokyo; Japan",,GRN 1161 (in PDF),GRN 1161 Amendments (in PDF),,,,,,09/24/2024,,FDA has no questions (in PDF),,,,,,,,,,,,
