inventory,substance,cas,use,matched_nutrient_id,pack,score,alt_matches
food_substances,POTASSIUM PECTINATE,65028-59-3,"EMULSIFIER OR EMULSIFIER SALT,; STABILIZER OR THICKENER",pectin,B,100,potassium(80)
food_substances,POTASSIUM PERMANGANATE,7722-64-7,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID",potassium,A,80,
food_substances,POTASSIUM PERSULFATE,7727-21-1,SURFACE-ACTIVE AGENT,potassium,A,80,
food_substances,POTASSIUM SALTS OF FATTY ACIDS,8046-74-0,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID",potassium,A,80,
food_substances,POTASSIUM STEARATE,593-29-3,"ANTIMICROBIAL AGENT,; FORMULATION AID,; LUBRICANT OR RELEASE AGENT,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,POTASSIUM SULFATE,7778-80-5,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; MALTING OR FERMENTING AID",potassium,A,80,
food_substances,POTASSIUM SULFITE,10117-38-1,,potassium,A,80,
food_substances,L-PROLINE,147-85-3,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",proline,A,80,
food_substances,PSYLLIUM SEED HUSK,8063-16-9,,psyllium_mucilage,B,100,
food_substances,QUATERNARY AMMONIUM CHLORIDE COMBINATION,977127-82-4,ANTIMICROBIAL AGENT,chloride,A,80,
food_substances,QUININE HYDROCHLORIDE,130-89-2,FLAVORING AGENT OR ADJUVANT,chloride,A,80,
food_substances,"RIBOFLAVIN 5'-PHOSPHATE, SODIUM",130-40-5,NUTRIENT SUPPLEMENT,vitamin_b2,A,100,sodium(80)
food_substances,"ROSIN, LIMED",9007-13-0,,calcium,A,80,
food_substances,"ROSIN, PARTIALLY DIMERIZED, CALCIUM SALT",977051-86-7,SURFACE-FINISHING AGENT,calcium,A,80,
food_substances,L-SERINE,56-45-1,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",serine,A,80,
food_substances,SODIUM N-ALKYLBENZENESULFONATE,8046-53-5,WASHING OR SURFACE REMOVAL AGENT,sodium,A,80,
food_substances,SODIUM BOROHYDRIDE,16940-66-2,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM CAPRATE,1002-62-6,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",sodium,A,80,
food_substances,SODIUM CAPRYLATE,1984-06-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",sodium,A,80,
food_substances,SODIUM CHLORITE,7758-19-2,"ANTIMICROBIAL AGENT,; FUMIGANT",sodium,A,80,
food_substances,SODIUM COPPER CHLOROPHYLLIN,28302-36-5,COLOR OR COLORING ADJUNCT,copper,A,80,sodium(80)
food_substances,SODIUM CYCLAMATE--PROHIBITED,139-05-9,NON-NUTRITIVE SWEETENER,sodium,A,80,
food_substances,SODIUM DECYLBENZENESULFONATE,1322-98-1,SURFACE-FINISHING AGENT,sodium,A,80,
food_substances,SODIUM DEHYDROACETATE,4418-26-2,COLOR OR COLORING ADJUNCT,sodium,A,80,
food_substances,SODIUM DIMETHYLDITHIOCARBAMATE,128-04-1,ANTIMICROBIAL AGENT,sodium,A,80,
food_substances,SODIUM DODECYLBENZENESULFONATE,25155-30-0,WASHING OR SURFACE REMOVAL AGENT,sodium,A,80,
food_substances,SODIUM FERRITRIPOLYPHOSPHATE,977127-94-8,NUTRIENT SUPPLEMENT,sodium,A,80,
food_substances,SODIUM FLUORIDE,7681-49-4,STABILIZER OR THICKENER,fluoride,A,80,sodium(80)
food_substances,SODIUM FUMARATE,7704-73-6,NUTRIENT SUPPLEMENT,sodium,A,80,
food_substances,SODIUM GLUCOHEPTONATE,31138-65-5,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,SODIUM HUMATE,68131-04-4,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,SODIUM HYPOCHLORITE,7681-52-9,"DOUGH STRENGTHENER,; FLOUR TREATING AGENT,; FUMIGANT,; OXIDIZING OR REDUCING AGENT",sodium,A,80,
food_substances,SODIUM LACTATE,72-17-3,"ANTIMICROBIAL AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PH CONTROL AGENT,; WASHING OR SURFACE REMOVAL AGENT",sodium,A,80,
food_substances,SODIUM LAURATE,629-25-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",sodium,A,80,
food_substances,SODIUM LAURYL SULFATE,151-21-3,"EMULSIFIER OR EMULSIFIER SALT,; SURFACE-ACTIVE AGENT",sodium,A,80,
food_substances,SODIUM 3-MERCAPTOOXOPROPIONATE,10255-67-1,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM METASILICATE,6834-92-0,,sodium,A,80,
food_substances,SODIUM (4-METHOXYBENZOYLOXY)ACETATE,17114-82-8,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM 3-METHOXY-4-HYDROXYCINNAMATE,24276-84-4,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM 2-(4-METHOXYPHENOXY)PROPANOATE,150436-68-3,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM METHYL SULFATE,512-42-5,FIRMING AGENT,sodium,A,80,
food_substances,SODIUM MONO- AND DIMETHYL NAPHTHALENE SULFONATES,977052-10-0,ANTICAKING AGENT OR FREE-FLOW AGENT,sodium,A,80,
food_substances,SODIUM MYRISTATE,822-12-8,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; LUBRICANT OR RELEASE AGENT",sodium,A,80,
food_substances,SODIUM NITRATE,7631-99-4,"ANTIMICROBIAL AGENT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROPELLANT",sodium,A,80,
food_substances,SODIUM NITRITE,7632-00-0,"ANTIMICROBIAL AGENT,; ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PROPELLANT",sodium,A,80,
food_substances,SODIUM POLYMETHACRYLATE,54193-36-1,BOILER WATER ADDITIVE,sodium,A,80,
food_substances,SODIUM SALTS OF FATTY ACIDS,977038-15-5,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID",sodium,A,80,
food_substances,SODIUM STEARATE,822-16-2,"ANTICAKING AGENT OR FREE-FLOW AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID,; MASTICATORY SUBSTANCE,; PROPELLANT,; STABILIZER OR THICKENER",sodium,A,80,
food_substances,SODIUM STEARYL FUMARATE,4070-80-8,"DOUGH STRENGTHENER,; LEAVENING AGENT,; LUBRICANT OR RELEASE AGENT",sodium,A,80,
food_substances,SODIUM SULFATE,7727-73-3,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PH CONTROL AGENT,; PROCESSING AID",sodium,A,80,
food_substances,SODIUM SULFIDE,1313-82-2,,sodium,A,80,
food_substances,SODIUM TAUROCHOLATE,145-42-6,,taurine,B,100,sodium(80)
food_substances,SODIUM ZINC METASILICATE,90268-03-4,,sodium,A,80,
food_substances,STANNIC CHLORIDE,7646-78-8,,chloride,A,80,
food_substances,"STARCH, FOOD, MODIFIED: BETA-AMYLASE SODIUM STARCH OCTENYLSUCCINATE",977164-78-5,,sodium,A,80,
food_substances,"STARCH, FOOD, MODIFIED: DISTARCH PHOSPHATE (FROM PHOSPHORUS OXYCHLORIDE)",977088-75-7,STABILIZER OR THICKENER,phosphorus,A,90,
food_substances,"STARCH, FOOD, MODIFIED: DISTARCH PHOSPHATE (FROM SODIUM TRIMETAPHOSPHATE)",977088-74-6,STABILIZER OR THICKENER,sodium,A,80,
food_substances,TAURINE,107-35-7,FLAVORING AGENT OR ADJUVANT,taurine,B,100,
food_substances,"ALPHA-(P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE)(1 MOL)",2315-67-5,,ethanol,B,80,
food_substances,THIAMINE,59-43-8,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",vitamin_b1,A,100,chloride(80)
food_substances,L-THREONINE,72-19-5,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",threonine,A,80,
food_substances,TOMATO LYCOPENE,502-65-8,FLAVORING AGENT OR ADJUVANT,lycopene,A,100,
food_substances,TRIETHANOLAMINE,102-71-6,MALTING OR FERMENTING AID,ethanol,B,80,
food_substances,TRISODIUM NITRILOTRIACETATE,5064-31-3,BOILER WATER ADDITIVE,glycine,A,80,
food_substances,L-TRYPTOPHAN,73-22-3,NUTRIENT SUPPLEMENT,tryptophan,A,90,
food_substances,TYRAMINE,51-67-2,FLAVORING AGENT OR ADJUVANT,tyramine,B,80,
food_substances,L-TYROSINE,60-18-4,"FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",phenylalanine,A,90,tyrosine(80)
food_substances,L-TYROSINE ETHYL ESTER HYDROCHLORIDE,4089-07-0,,tyrosine,A,80,
food_substances,ULTRAMARINE BLUE,57455-37-5,COLOR OR COLORING ADJUNCT,sodium,A,80,
food_substances,L-VALINE,72-18-4,"FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",valine,A,80,
food_substances,VINYL CHLORIDE-VINYLIDENE CHLORIDE COPOLYMER,9011-06-7,SURFACE-FINISHING AGENT,chloride,A,80,
food_substances,VITAMIN D,1406-16-2,NUTRIENT SUPPLEMENT,vitamin_d,A,100,
food_substances,VITAMIN K,12001-79-5,NUTRIENT SUPPLEMENT,vitamin_k,A,80,
food_substances,XANTHOPHYLL,127-40-2,,lutein_zeaxanthin,A,100,
food_substances,YELLOW PRUSSIATE OF SODA,14434-22-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; FORMULATION AID,; HUMECTANT",sodium,A,80,
food_substances,ZINC METHIONINE SULFATE,56329-42-1,NUTRIENT SUPPLEMENT,methionine,A,90,
food_substances,CALCIUM SULFATE,7778-18-9,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; FORMULATION AID,; LEAVENING AGENT,; LUBRICANT OR RELEASE AGENT,; MALTING OR FERMENTING AID,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; PROCESSING AID,; STABILIZER OR TH",calcium,A,80,
food_substances,"SACCHARIN, CALCIUM SALT",6381-91-5,NON-NUTRITIVE SWEETENER,calcium,A,80,
food_substances,"SACCHARIN, SODIUM SALT",128-44-9,"ANTIMICROBIAL AGENT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NON-NUTRITIVE SWEETENER,; SOLVENT OR VEHICLE",sodium,A,80,
food_substances,SODIUM 2-ETHYLHEXYL SULFATE,126-92-1,WASHING OR SURFACE REMOVAL AGENT,sodium,A,80,
food_substances,SODIUM RIBOFLAVIN 5'-PHOSPHATE DIHYDRATE,6184-17-4,NUTRIENT SUPPLEMENT,vitamin_b2,A,100,sodium(80)
food_substances,DIOCTYL SODIUM SULFOSUCCINATE,577-11-7,"EMULSIFIER OR EMULSIFIER SALT,; PROCESSING AID,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT",sodium,A,80,
food_substances,"EDTA, CALCIUM DISODIUM",62-33-9,"ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FUMIGANT,; SEQUESTRANT",calcium,A,80,
food_substances,"EDTA, DISODIUM",139-33-3,FLAVORING AGENT OR ADJUVANT,glycine,A,80,
food_substances,"LEMON, JUICE",68916-88-1,PH CONTROL AGENT,pectin,B,100,
food_substances,vitamin D2 mushroom powder,,NUTRIENT SUPPLEMENT,vitamin_d,A,100,
food_substances,soy leghemoglobin,1673586-07-6,COLOR OR COLORING ADJUNCT,glycine,A,80,
food_substances,"ALGINATE, AMMONIUM",9005-34-9,"EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVOR ENHANCER,; FORMULATION AID,; PROCESSING AID,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",alginate,B,80,
food_substances,"ALGINATE, CALCIUM",9005-35-0,"EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVOR ENHANCER,; FORMULATION AID,; PROCESSING AID,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",alginate,B,80,calcium(80)
food_substances,"ALGINATE, POTASSIUM",9005-36-1,"EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVOR ENHANCER,; FORMULATION AID,; PROCESSING AID,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",alginate,B,80,potassium(80)
food_substances,"ALGINATE, SODIUM",9005-38-3,"EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVOR ENHANCER,; FORMULATION AID,; PROCESSING AID,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",alginate,B,80,sodium(80)
food_substances,ALUMINUM POTASSIUM SULFATE,7784-24-9,"FIRMING AGENT,; FUMIGANT,; PH CONTROL AGENT",potassium,A,80,
food_substances,ALUMINUM SODIUM SULFATE,7784-28-3,"FIRMING AGENT,; LEAVENING AGENT,; PH CONTROL AGENT",sodium,A,80,
food_substances,AMMONIUM CHLORIDE,12125-02-9,"DOUGH STRENGTHENER,; FLAVORING AGENT OR ADJUVANT,; LEAVENING AGENT,; PROCESSING AID",chloride,A,80,
food_substances,CALCIUM ACETATE,62-54-4,"COLOR OR COLORING ADJUNCT,; FIRMING AGENT,; FLAVORING AGENT OR ADJUVANT,; PH CONTROL AGENT,; PROCESSING AID,; SEQUESTRANT,; STABILIZER OR THICKENER,; TEXTURIZER",calcium,A,80,
food_substances,CALCIUM CARBONATE,471-34-1,"ANTICAKING AGENT OR FREE-FLOW AGENT,; COLOR OR COLORING ADJUNCT,; DRYING AGENT,; FORMULATION AID,; HUMECTANT,; LEAVENING AGENT,; LUBRICANT OR RELEASE AGENT,; MASTICATORY SUBSTANCE,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT",calcium,A,100,
food_substances,CALCIUM CHLORIDE,10035-04-8,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; ENZYME,; FIRMING AGENT,; FREEZING OR COOLING AGENT,; DIRECT CONTACT,; FUMIGANT,; HUMECTANT,; MALTING OR FERMENTING AID,; PH CONTROL AGENT,; PROCESSING",calcium,A,80,chloride(80)
food_substances,CALCIUM GLUCONATE,299-28-5,"FIRMING AGENT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; FORMULATION AID,; NUTRIENT SUPPLEMENT,; SEQUESTRANT,; STABILIZER OR THICKENER,; TEXTURIZER",calcium,A,80,
food_substances,CALCIUM HEXAMETAPHOSPHATE,10102-76-8,SEQUESTRANT,calcium,A,80,
food_substances,CALCIUM LACTATE,814-80-2,"DOUGH STRENGTHENER,; FIRMING AGENT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; LEAVENING AGENT,; MALTING OR FERMENTING AID,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; STABILIZER OR THICKENER",calcium,A,80,
food_substances,"CALCIUM PHOSPHATE, DIBASIC",7757-93-9,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DOUGH STRENGTHENER,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; HUMECTANT,; LEAVENING AGENT,; MASTICATORY SUBSTANCE,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; STABILIZER OR THICK",calcium,A,80,
food_substances,"CALCIUM PHOSPHATE, MONOBASIC",7758-23-8,"DOUGH STRENGTHENER,; FIRMING AGENT,; FLOUR TREATING AGENT,; LEAVENING AGENT,; MALTING OR FERMENTING AID,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; SEQUESTRANT,; STABILIZER OR THICKENER",calcium,A,80,
food_substances,"CALCIUM PHOSPHATE, TRIBASIC",7758-87-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FLAVORING AGENT OR ADJUVANT,; FORMULATION AID,; HUMECTANT,; LEAVENING AGENT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; TEXTURIZER",calcium,A,80,
food_substances,CALCIUM PHYTATE,7776-28-5,,calcium,A,80,phytate(80)
food_substances,CALCIUM PYROPHOSPHATE,7790-76-3,NUTRIENT SUPPLEMENT,calcium,A,80,
food_substances,"CARBOXYMETHYL CELLULOSE, SODIUM SALT",9004-32-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID,; HUMECTANT,; STABILIZER OR THICKENER,; TEXTURIZER",sodium,A,80,
food_substances,BETA-CAROTENE,7235-40-7,"ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT,; PROCESSING AID,; SURFACE-FINISHING AGENT",vitamin_a,A,100,
food_substances,DIPOTASSIUM PHOSPHATE,7758-11-4,"EMULSIFIER OR EMULSIFIER SALT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; SEQUESTRANT,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,FERROUS ASCORBATE,24808-52-4,NUTRIENT SUPPLEMENT,vitamin_c,A,100,
food_substances,GLYCOCHOLIC ACID,475-31-0,PH CONTROL AGENT,glycine,A,80,
food_substances,NIACIN,59-67-6,NUTRIENT SUPPLEMENT,vitamin_b3,A,100,
food_substances,NIACINAMIDE,98-92-0,"FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",vitamin_b3,A,100,
food_substances,OX BILE EXTRACT,8008-63-7,SURFACE-FINISHING AGENT,sodium,A,80,
food_substances,POTASSIUM BICARBONATE,298-14-6,"FORMULATION AID,; LEAVENING AGENT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; PROCESSING AID",potassium,A,80,
food_substances,POTASSIUM CARBONATE,584-08-7,"FLAVORING AGENT OR ADJUVANT,; LEAVENING AGENT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; PROCESSING AID",potassium,A,80,
food_substances,POTASSIUM CHLORIDE,7447-40-7,"ENZYME,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; MALTING OR FERMENTING AID,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; PROCESSING AID,; STABILIZER OR THICKENER",chloride,A,80,potassium(80)
food_substances,POTASSIUM METABISULFITE,16731-55-8,"ANTIMICROBIAL AGENT,; ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; DOUGH STRENGTHENER,; FLOUR TREATING AGENT,; OXIDIZING OR REDUCING AGENT",potassium,A,80,
food_substances,"POTASSIUM PHOSPHATE, MONOBASIC",7778-77-0,"MALTING OR FERMENTING AID,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,"POTASSIUM PHOSPHATE, TRIBASIC",7778-53-2,"EMULSIFIER OR EMULSIFIER SALT,; PH CONTROL AGENT,; STABILIZER OR THICKENER",potassium,A,80,
food_substances,POTASSIUM POLYMETAPHOSPHATE,7790-53-6,"EMULSIFIER OR EMULSIFIER SALT,; HUMECTANT",potassium,A,80,
food_substances,POTASSIUM PYROPHOSPHATE,7320-34-5,"EMULSIFIER OR EMULSIFIER SALT,; TEXTURIZER",potassium,A,80,
food_substances,POTASSIUM TRIPOLYPHOSPHATE,13845-36-8,"NUTRIENT SUPPLEMENT,; TEXTURIZER",potassium,A,80,
food_substances,PROPYLENE GLYCOL ALGINATE,9005-37-2,"EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; FORMULATION AID,; PROCESSING AID,; SOLVENT OR VEHICLE,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; SURFACE-FINISHING AGENT",alginate,B,80,
food_substances,PYRIDOXINE,65-23-6,,vitamin_b6,A,100,
food_substances,PYRIDOXINE HYDROCHLORIDE,58-56-0,NUTRIENT SUPPLEMENT,vitamin_b6,A,100,
food_substances,RIBOFLAVIN,83-88-5,"COLOR OR COLORING ADJUNCT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",vitamin_b2,A,100,
food_substances,RIBOFLAVIN 5'-PHOSPHATE,146-17-8,NUTRIENT SUPPLEMENT,vitamin_b2,A,100,
food_substances,POTASSIUM ACID TARTRATE,868-14-4,"EMULSIFIER OR EMULSIFIER SALT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT",potassium,A,80,
food_substances,SODIUM ACETATE,977127-84-6,"ANTIMICROBIAL AGENT,; FLAVORING AGENT OR ADJUVANT,; PH CONTROL AGENT",sodium,A,80,
food_substances,SODIUM ACID PYROPHOSPHATE,7758-16-9,"COLOR OR COLORING ADJUNCT,; DOUGH STRENGTHENER,; EMULSIFIER OR EMULSIFIER SALT,; FLAVORING AGENT OR ADJUVANT,; FLOUR TREATING AGENT,; FORMULATION AID,; LEAVENING AGENT,; OXIDIZING OR REDUCING AGENT,; SEQUESTRANT",sodium,A,80,
food_substances,SODIUM ALUMINATE,1302-42-7,,sodium,A,80,
food_substances,"SODIUM ALUMINUM PHOSPHATE, ACIDIC OR BASIC",7785-88-8,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; HUMECTANT,; LEAVENING AGENT,; TEXTURIZER",sodium,A,80,
food_substances,SODIUM BICARBONATE,144-55-8,"EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; LEAVENING AGENT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; PROCESSING AID,; SOLVENT OR VEHICLE",sodium,A,80,
food_substances,SODIUM BISULFITE,7631-90-5,"ANTIMICROBIAL AGENT,; ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; DOUGH STRENGTHENER,; FLAVORING AGENT OR ADJUVANT,; FLOUR TREATING AGENT,; FORMULATION AID,; PROCESSING AID,; SURFACE-FINISHING AGENT,; TEXTURIZER",sodium,A,80,
food_substances,SODIUM CARBONATE,497-19-8,"ANTIOXIDANT,; CURING OR PICKLING AGENT,; FLAVORING AGENT OR ADJUVANT,; PH CONTROL AGENT,; PROCESSING AID",sodium,A,80,
food_substances,SODIUM CHLORIDE,7647-14-5,"ANTICAKING AGENT OR FREE-FLOW AGENT,; ANTIMICROBIAL AGENT,; COLOR OR COLORING ADJUNCT,; EMULSIFIER OR EMULSIFIER SALT,; FIRMING AGENT,; FLAVORING AGENT OR ADJUVANT,; FORMULATION AID,; NUTRIENT SUPPLEMENT,; SOLVENT OR VEH",chloride,A,80,sodium(80)
food_substances,SODIUM DIACETATE,126-96-5,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM FERRICITROPYROPHOSPHATE,1332-96-3,NUTRIENT SUPPLEMENT,sodium,A,80,
food_substances,SODIUM HEXAMETAPHOSPHATE,10124-56-8,FLAVORING AGENT OR ADJUVANT,sodium,A,80,
food_substances,SODIUM METABISULFITE,7681-57-4,"ANTIMICROBIAL AGENT,; ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; DOUGH STRENGTHENER,; FLOUR TREATING AGENT,; FREEZING OR COOLING AGENT,; DIRECT CONTACT,; OXIDIZING OR REDUCING AGENT",sodium,A,80,
food_substances,SODIUM METAPHOSPHATE,50813-16-6,"EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; PH CONTROL AGENT,; SEQUESTRANT,; STABILIZER OR THICKENER,; SURFACE-ACTIVE AGENT,; TEXTURIZER",sodium,A,80,
food_substances,"SODIUM PHOSPHATE, DIBASIC",7558-79-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; ANTIMICROBIAL AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; MALTING OR FERMENTING AID,; PH CONTROL AGENT,; STABILIZER OR THIC",sodium,A,80,
food_substances,"SODIUM PHOSPHATE, MONOBASIC",7558-80-7,"ANTICAKING AGENT OR FREE-FLOW AGENT,; ANTIMICROBIAL AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; HUMECTANT,; LEAVENING AGENT,; PH CONTROL AGENT",sodium,A,80,
food_substances,"SODIUM PHOSPHATE, TRIBASIC",7601-54-9,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID,; HUMECTANT,; NUTRIENT SUPPLEMENT,; PH CONTROL AGENT,; SEQUESTRANT",sodium,A,80,
food_substances,SODIUM POTASSIUM TARTRATE,304-59-6,"EMULSIFIER OR EMULSIFIER SALT,; PH CONTROL AGENT,; SEQUESTRANT",potassium,A,80,sodium(80)
food_substances,SODIUM PYROPHOSPHATE,7722-88-5,"ANTICAKING AGENT OR FREE-FLOW AGENT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; FORMULATION AID,; HUMECTANT,; PH CONTROL AGENT,; SEQUESTRANT,; STABILIZER OR THICKENER",sodium,A,80,
food_substances,SODIUM SESQUICARBONATE,533-96-0,PH CONTROL AGENT,sodium,A,80,
food_substances,SODIUM SULFITE,7757-83-7,"ANTIOXIDANT,; COLOR OR COLORING ADJUNCT,; DOUGH STRENGTHENER,; FLOUR TREATING AGENT,; FORMULATION AID,; OXIDIZING OR REDUCING AGENT,; PH CONTROL AGENT",sodium,A,80,
food_substances,SODIUM TARTRATE,868-18-8,"EMULSIFIER OR EMULSIFIER SALT,; PH CONTROL AGENT,; SEQUESTRANT",sodium,A,80,
food_substances,SODIUM TRIPOLYPHOSPHATE,7758-29-4,"ANTICAKING AGENT OR FREE-FLOW AGENT,; ANTIOXIDANT,; DRYING AGENT,; EMULSIFIER OR EMULSIFIER SALT,; HUMECTANT,; PH CONTROL AGENT,; SEQUESTRANT,; STABILIZER OR THICKENER,; TEXTURIZER",sodium,A,80,
food_substances,STANNOUS CHLORIDE,7772-99-8,ANTIOXIDANT,chloride,A,80,
food_substances,"STARCH, FOOD, MODIFIED: STARCH SODIUM OCTENYL SUCCINATE",66829-29-6,STABILIZER OR THICKENER,sodium,A,80,
food_substances,"STARCH, FOOD, MODIFIED: STARCH SODIUM SUCCINATE",37231-92-8,STABILIZER OR THICKENER,sodium,A,80,
food_substances,TAUROCHOLIC ACID,81-24-3,,taurine,B,100,
food_substances,THIAMINE HYDROCHLORIDE,67-03-8,"FLAVORING AGENT OR ADJUVANT,; NUTRIENT SUPPLEMENT",vitamin_b1,A,100,chloride(80)
