inventory,substance,cas,use,matched_nutrient_id,pack,score,alt_matches
gras_notices,Chromium picolinate; Ginkgo biloba leaf extract; and Ginseng extract,,Ingredients in non-carbonated beverage or tea,chromium,A,80,
gras_notices,Cetylpyridinium chloride,,Use on the outside surface of raw and fully cooked meat and poultry products as an antimicrobial agent at a level not to exceed 1.0 percent,chloride,A,80,
gras_notices,DHASCO (docosahexaenoic acid-rich single-cell oil) and ARASCO (arachidonic acid-rich single-cell oil),,"Provide DHASCO (as a source of docosahexaenoic acid) and ARASCO (as a source of arachidonic acid) in term infant formula, at a maximum level of 1.25 percent each of the total dietary fat and at a ratio ranging from 1:1 t",dha,A,100,arachidonic_acid(90)
gras_notices,Milk-derived lactoferrin,,Ingredient in sports and functional foods,lactoferrin,B,100,
gras_notices,Fructooligosaccharide,,"Intended for use as an ingredient in foods in general, excluding meat and poultry products and infant formula, at levels up to 20 grams (g) per day in the general population and at levels up to 4.2 g per day in infants l",inulin_fos,B,100,
gras_notices,Vegetable oil phytosterol esters,,"Ingredient in vegetable oil spread, dressings for salad, bars, and yogurt",phytosterols_total,B,100,
gras_notices,Phytosterol esters,,"Ingredient in vegetable oil, at a level up to 13.3 percent by weight, for home use applications such as baking, frying, and salad dressings",phytosterols_total,B,100,
gras_notices,Potassium bisulfate,,Use in cake mixes as a pH control agent and leavening agent at a level of 0.1 to 1.0 percent by weight; use in foods in general as a pH control agent and processing aid at levels not to exceed good manufacturing practice,potassium,A,80,
gras_notices,Plant sterols/Plant sterol esters,,"Plant sterols as an ingredient in vegetable oil spreads, dressings for salad, health drinks, health bars, yogurt-type products at a level of 1 gram per serving; and as a raw material in the manufacture of plant sterol es",phytosterols_total,B,100,
gras_notices,"Chlorine dioxide generated from particles (&lt;30&mu;m) composed of sodium polyphosphate, magnesium sulfate, sodium silicate and sodium chlorite that are incorporated into low density polyethylene (LDPE) food-packaging films, at levels not exceeding 17.5 micrograms chlorite/in2 of finished package film.",,"Use for packaging meats, poultry and seafood that will be cooked prior to being consumed, and for packaging fresh fruits and vegetables and foods in transit or storage from producers to processors, or institutional users",magnesium,A,80,sodium(80)
gras_notices,Milk-derived lactoferrin,,Use on uncooked beef as an antimicrobial agent at a level not to exceed 2 percent,lactoferrin,B,100,
gras_notices,Milk-derived lactoferrin,,Ingredient in sports and functional foods at a level of 100 milligrams per product serving,lactoferrin,B,100,
gras_notices,ARASCO (arachidonic acid-rich single-cell oil),,"Provide ARASCO (as a source of arachidonic acid) in term infant formula, at a maximum level of 1.88 percent of total dietary fat when used in combination with DHASCO (docosahexaenoic acid-rich single-cell oil; as a sourc",arachidonic_acid,A,100,
gras_notices,Docosahexaenoic acid-rich oil from tuna (DHA-rich tuna oil) and arachidonic acid-rich oil from Mortierella alpina (AA-rich fungal oil),,Provide arachidonic acid (AA) at a mean level of 0.4 percent of total fatty acids and docosahexaenoic acid (DHA) at a mean level of 0.25 percent of total fatty acids in preterm infant formula used by hospitalized prematu,dha,A,100,arachidonic_acid(90)
gras_notices,Lutein esters,,"Ingredient in baked goods and baking mixes, soy milk, beverages and beverage powders, frozen dairy desserts and mixes, processed fruit and vegetable products, egg products and egg substitutes, breakfast cereals (ready-to",lutein_zeaxanthin,A,100,
gras_notices,Inulin,,"Use in food in general, including meat and poultry products, as a bulking agent",inulin_fos,B,100,
gras_notices,Synthetic lycopene,,"Ingredient in food in general, except meat and poultry products",lycopene,A,100,
gras_notices,Bovine milk-derived lactoferrin,,Use as an antimicrobial spray on beef carcasses that will subsequently be washed to reduce the levels of exogenously applied lactoferrin,lactoferrin,B,100,
gras_notices,Calcium gluconate,,Use in food in general as a source of calcium,calcium,A,80,
gras_notices,Crystalline lutein,,"Intended for use as an ingredient at levels ranging from 0.3 to 3 milligrams (mg) per eating occasion (serving) in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product",lutein_zeaxanthin,A,100,
gras_notices,Vegetable oil conjugated linoleic acid preparation,,"Ingredient in yogurt, milk-based meal replacements, frozen or shelf-stable plate meals (with meat, poultry, or fish as the major ingredient), bars (e.g., protein, breakfast, meal replacement, granola, power), and low-cal",cla,B,100,linoleic_acid(90)
gras_notices,Ethanol (ethyl alcohol),,Use as a preservative in the filling used in shelf-stable croissants at a concentration of 3000 ppm,ethanol,B,80,
gras_notices,Sodium iron EDTA,,Use in iron fortification of powdered soft drinks in areas of the world with a high prevalence of iron deficiency at a level of 2.5 milligram iron/200 milliliter of reconstituted beverage,sodium,A,80,
gras_notices,Conjugated linoleic acid,,"Ingredient in yogurt, meal replacement beverages, meal replacement bars, fruit juices, milk-based fruit drinks, and milk-based beverages at a level of 1680 milligram per serving; in liquid cream substitute, powdered crea",cla,B,100,linoleic_acid(90)
gras_notices,"Tomato lycopene extract 6 percent, tomato lycopene extract 1.5 percent, and crystallized tomato lycopene extract",,"Ingredient in baked goods, breakfast cereals, cheeses, condiments and relishes, confections, dairy product analogs, frozen dairy desserts, gelatins, puddings and fillings, grain products, gravies and sauces, jams and jel",lycopene,A,100,
gras_notices,Calcium propionate (alternative method of manufacture),,Described in 21 CFR 184.1221,calcium,A,80,
gras_notices,"Chlorine dioxide, generated using sodium chlorite in calcined or sulfated kaolin clay",,Used in packaging materials for fresh fruits and vegetables,sodium,A,80,
gras_notices,Lactoferrin (human) purified from rice,,Ingredient in foods and beverages at levels not to exceed 1000 milligrams (mg)/serving and in medical foods at levels not to exceed 1 mg/milliliter,lactoferrin,B,100,
gras_notices,Lauramide arginine ethyl ester,,"Antimicrobial ingredient added directly to food, including meat and poultry",arginine,A,80,
gras_notices,Lycopene from Blakeslea trispora,,"Ingredient in foods in general, except meat and poultry, at levels ranging from 5-575 parts per million",lycopene,A,100,
gras_notices,Plant sterols and plant sterol esters from vegetable oils or sterols/stanols from tall oil,,"Ingredient in margarines and vegetable oil spreads, dressings for salads, beverages, snack bars, dairy analogs (including soy milk, ice cream and cream substitutes), cheese and cream, baked foods, ready-to-eat breakfast ",phytosterols_total,B,100,
gras_notices,Plant sterol esters,,Ingredient in ground coffee at a level of 1.0 gram per 8 ounce serving of brewed coffee,phytosterols_total,B,100,
gras_notices,Sodium iron EDTA,,"Iron fortification of soy, fish, hoisin and teriyaki sauces at an iron level of 0.024 percent; and of sweet and sour sauce at an iron level of 0.012 percent",sodium,A,80,
gras_notices,Concentrated tomato lycopene extract,,Ingredient in non-alcoholic beverages up to a maximum level of 20 parts per million,lycopene,A,100,
gras_notices,Lactoferrin (human) purified from bovine milk,,Ingredient for use in a variety of foods at a level of 100 milligrams per serving,lactoferrin,B,100,
gras_notices,Phytosterol esters and diglycerides resulting from transesterification of vegetable oils/fats with phytosterols,,"Ingredient in baked goods and baking mixes; fats and oils; frozen dairy desserts and mixes; gelatins, puddings, and fillings; grain products and pastas; gravies and sauces; hard candy; milk and milk products; soft candy,",phytosterols_total,B,100,
gras_notices,Suspended lutein,,Ingredient in term infant formula at a maximum level of 250 micrograms/liter,lutein_zeaxanthin,A,100,
gras_notices,trans-Resveratrol,,Ingredient in bottled water products at levels up to 10 milligrams per liter,resveratrol,B,100,
gras_notices,Sodium nitrite embedded on one side of a food packaging film at a maximum level of 113 milligrams per square meter,,"Intended to maintain the characteristic color of raw ground beef and raw whole muscle cuts of beef when vacuum packaged in the film, and to package other types of meat such as ground pork and whole muscle cuts of pork.",sodium,A,80,
gras_notices,Conjugated linoleic acid isomers,,"Intended for use as an ingredient in certain specified foods within the general categories of soy milk, meal replacement beverages and bars, milk products and fruit juices at levels up to 3 grams per serving.",cla,B,100,linoleic_acid(90)
gras_notices,Human lactoferrin purified from rice,,Ingredient in oral rehydration solutions that are medical foods intended for short-term consumption by children less than five years of age at levels up to one gram per liter of solution,lactoferrin,B,100,
gras_notices,High-selenium yeast,,"Ingredient in baked products, non-alcoholic beverages, breakfast cereals, grain products and pastas, milk products, processed fruits/fruit juices, processed vegetables/ vegetables juices, commercial soups and soup mixes ",selenium,A,80,
gras_notices,Menaquinone-7,,"As a nutrient supplement in dairy products, margarine substitutes, and dairy products including yoghurt, cottage cheese, hard cheeses, milk drinks and substitute products at levels up to 50 micrograms per day",vitamin_k,A,100,
gras_notices,Plant sterols and stanols from pine trees,,"Ingredient in multiple food categories including margarine and vegetable based spreads, yogurt and yogurt-like products, milk-based juice beverages, ice cream and non-standardized ice cream products, cream cheese and cre",phytosterols_total,B,100,
gras_notices,High-selenium yeast,,"Ingredient in baked products, non-alcoholic beverages, breakfast cereals, grain products and pastas, milk products, processed fruit and fruit juices, processed vegetables and vegetable juices, commercial soups and soup m",selenium,A,80,
gras_notices,Glycerophospholipid cholesterol acyltransferase (GCAT) enzyme preparation from Bacillus licheniformis expressing a modified GCAT gene from Aeromonas salmonicida subsp. salmonicida,,"As an enzyme to modify phospholipids to lyso-phospholipids and cholesterol ester in egg yolks to avoid product separation during mayonnaise production; processed meat products for emulsification, better consistency, and ",cholesterol,A,90,
gras_notices,"Triple salt of magnesium, ammonium, and potassium chloride, hexahydrate",,"As a substitute for a portion of the sodium chloride used in food in general, including meat, poultry, and egg products, but excluding infant formula",chloride,A,80,magnesium(80);potassium(80)
gras_notices,L-arginine,,"As an ingredient in a brine solution to be injected into beef subprimals, or mixed with ground beef to make beef patties. The brine solution contains levels of L-arginine between 0.2 - 0.6 percent",arginine,A,80,
gras_notices,Crystalline lutein,,"Ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product analogs, fats and oils, frozen dairy desserts and mixes, gravies and sauces, hard candy, infant and ",lutein_zeaxanthin,A,100,
gras_notices,Haematococcus pluvialis extract containing astaxanthin esters,,"Ingredient in baked goods, beverages, cereals, chewing gum, coffee and tea, dairy product analogs, frozen dairy desserts and mixes, hard candy, milk products, processed fruits and fruit juices, processed vegetables and v",astaxanthin,B,90,
gras_notices,Lycopene from Escherichia coli expressing lycopene biosynthetic enzymes,,"Ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, cheeses, frozen dairy desserts and mixes, milk products, processed fruits and fruit juices, snack foods, and soft candy",lycopene,A,100,
gras_notices,L-leucine,,"Ingredient in non-milk and milk based meal replacements, sports and isotonic beverages, vitamin enhanced waters, and meal replacement bars, at levels of 0.5 to 3 grams per serving",leucine,A,80,
gras_notices,Beta-glucan derived from Aureobasidium pullulans,,"Ingredient in baked goods and baking mixes, beverages and beverage bases, cereal and cereal products, dairy product analogs, milk and milk products, plant protein products, processed fruits and fruit juices, and soft can",beta_glucan,B,100,
gras_notices,Sodium potassium hexametaphosphate,,"Use in food generally, including meat and poultry products, to achieve a variety of technical effects in food at levels in accordance with current good manufacturing practice",potassium,A,80,sodium(80)
gras_notices,L-arginine,,"Component in a brine solution to be injected into whole muscle cuts of pork or poultry, or mixed with ground pork or poultry to make patties. The brine solution contains concentrations of L-arginine between 0.2 - 0.6 per",arginine,A,80,
gras_notices,"Palm oil-derived carotenoids with &beta;-carotene, &alpha;-carotene, &gamma;-carotene, and lycopene",,"Use in medical foods at a level of 180 milligrams of &beta;-carotene per day ; Ingredient in fats and oils, and margarine; canned green peas, canned mangoes, and mayonnaise; meatless bouillons and consomm&#233;; picked c",lycopene,A,100,
gras_notices,Arachidonic acid rich oil from M. alpina strain I49-N18,,"Provide arachidonic acid (ARA), at mean concentrations of 0.75 grams (g) per 100 g total fat for term infants and 0.40 g per 100 g total fat for preterm infants, when used in combination with a GRAS source of docosahexae",arachidonic_acid,A,100,
gras_notices,"Polysaccharide complex of konjac glucomannan (konjac), sodium alginate, and xanthan gum (polysaccharide complex KAX)",,"Ingredient in yogurts, milk shakes and fruit smoothie-type drinks, frozen yogurt, ice cream bars, puddings, white and whole wheat breads, cookies, breakfast bars, granola-type bars, noodles, whole wheat cereals, meatless",alginate,B,80,sodium(80)
gras_notices,Pine tree phytosterol esters,,"Ingredient in multiple food categories including margarine and vegetable-based spreads, yogurt and yogurt-like products, milk-based juice beverages, ice cream and non-standardized ice cream products, cream cheese and cre",phytosterols_total,B,100,
gras_notices,Quercetin,,"Ingredient in beverages and beverage bases, grain products and pastas, processed fruits and fruit juices, and soft candies at levels up to 500 milligrams per serving",quercetin,B,100,
gras_notices,Caffeine,,Flavoring ingredient in alcoholic beverages at levels of up to 200 parts per million,caffeine,A,100,
gras_notices,High-selenium yeast,,"Ingredient in yogurts, breads, instant cereals, breakfast and granola-type bars, soups, beverages, pastas, crackers, salty snacks, pretzels and popcorn Use in medical foods",selenium,A,80,
gras_notices,Eicosapentaenoic acid (EPA)-rich triglyceride oil from Yarrowia lipolytica,,Ingredient in food categories as listed in 21 CFR 184.1472(a)(3) at a maximum intake of 3.0 grams per person per day (g/p/d) EPA and not to be combined or augmented with any other food ingredient containing EPA and/or an,epa,A,100,
gras_notices,Haematococcus pluvialis extract containing astaxanthin esters,,"Ingredient in baked goods, beverages, cereals, chewing gum, coffee and tea, dairy product analogs, frozen dairy desserts and mixes, hard candy, milk products, processed fruits and fruit juices, processed vegetables and v",astaxanthin,B,90,
gras_notices,Calcium disodium ethylenediaminetetraacetic acid (EDTA) and disodium EDTA,,"Use alone or together as color, flavor, and/or texture retention agents in packaged cooked sweet corn products with or without sauce, including mixed vegetable and similar products that contain 8 to 50% corn by weight, a",calcium,A,80,
gras_notices,Phytic acid,,"As an antioxidant, chelating agent, and antimicrobial agent in beverages and beverage bases, milk products, processed vegetables, and vegetable juices at a level of 0.2% ; ; Use in limiting solubility reduction and provi",phytate,B,100,
gras_notices,Magnesium dihydrogen pyrophosphate (MDPP),,"As a stabilizer, leavening agent, and acidifying agent in self-rising flour, noodles (oriental style), batters and breading, processed cereals, and bakery products, at a level ranging from 2 grams per kilogram (g/kg) to ",magnesium,A,80,
gras_notices,Lutein,,"Ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product analogs, egg products, fats and oils, frozen dairy desserts and mixes, gravies and sauces, hard cand",lutein_zeaxanthin,A,100,
gras_notices,Suspended lutein,,Ingredient in formulas intended for premature infants at levels up to 210 micrograms of lutein per liter of formula,lutein_zeaxanthin,A,100,
gras_notices,Vegetable oil and tall oil derived phytosterol and phytosterol ester formulations,,As an ingredient in baked goods and baking mixes; beverages and beverage bases; breakfast cereals; cheeses; coffee and tea; condiments and relishes; dairy product analogs; egg products; fats and oils; fish products; froz,phytosterols_total,B,100,
gras_notices,"Carnallite sea salt (magnesium chloride, potassium chloride, salt)",,"As a substitute for a portion of the sodium chloride used in food in general, including meat and poultry, but excluding infant formula",chloride,A,80,magnesium(80);potassium(80)
gras_notices,"Polysaccharide complex of konjac glucomannan (konjac), sodium alginate, and xanthan gum (polysaccharide complex KAX)",,"Use at levels up to seven percent as an ingredient to provide dietary fiber or to provide thickening or a stabilizing effect in yogurts, milk shakes and fruit smoothie-type drinks, frozen yogurt, ice cream bars, puddings",alginate,B,80,sodium(80)
gras_notices,Sulfuric acid and sodium sulfate,,As an acidifier or antimicrobial agent on meat and poultry to reduce levels of microorganisms and to prevent microbial growth,sodium,A,80,
gras_notices,L-lysine monohydrochloride,,To reduce the formation of acrylamide in fabricated snack products at use levels up to 1.5% (1.2% as lysine),lysine,A,80,
gras_notices,Lutein diacetate,,"As an ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy products analogs, fats and oils, frozen dairy desserts and mixes, gravies and sauces, hard candy, infa",lutein_zeaxanthin,A,100,
gras_notices,Calcium acid pyrophosphate,,As a leavening agent in baked products,calcium,A,80,
gras_notices,Cow's milk-derived lactoferrin,,Use as an ingredient in cow's milk-based term infant formulas at a level of 13 milligram per 100 milliliter (mg/mL) formula (ready-to-feed or prepared from powder or concentrate) and in other cow's milk-based products in,lactoferrin,B,100,
gras_notices,Lutein diacetate,,"As an ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product analogs, fats and oils, frozen dairy desserts and mixes, gravies and sauces, hard candy, infan",lutein_zeaxanthin,A,100,
gras_notices,Beta-glucans from oat bran,,"As a source of fiber at levels resulting in 0.75 to 3.0 grams of beta-glucans per serving, in bars; beverages; whole grain and specialty breads; breakfast cereals; lite cookies; reduced fat crackers; lite gravies and sau",beta_glucan,B,90,
gras_notices,Sodium ferrous citrate,,Use in various food categories as a source of dietary iron for food enrichment and fortification purposes consistent with iron supplementation guidelines,sodium,A,80,
gras_notices,Calcium ascorbate with added threonate,,"As a source of ascorbic acid (vitamin C) in beverages and beverage bases, breakfast cereals, chewing gum, coffee and tea, grain products, processed fruits and fruit juices, and medical foods at levels of up to 500 millig",calcium,A,80,
gras_notices,Piperine derived from the fruits of Piper nigrum L (black pepper) or P. longum (long pepper),,As a flavoring agent in food,piperine,B,100,
gras_notices,Long-chain inulin,,"As an ingredient in term infant formulas, toddler formulas, and medical foods",inulin_fos,B,100,
gras_notices,Meso-zeaxanthin,,As an ingredient in a variety of food and beverage applications,lutein_zeaxanthin,A,100,
gras_notices,Benzalkonium chloride,,As a processing aid for lettuce and carrot products,chloride,A,80,
gras_notices,Phytosterols and phytosterol esters,,As an ingredient in foods,phytosterols_total,B,100,
gras_notices,Polyphenols from the fruit of Litchi chinensis Sonn. and from leaves of Camellia sinensis (L.) Sinensis,,As an ingredient in certain food catefories at levels ranging from 12 to 192 milligrams per serving.,total_polyphenols,B,100,
gras_notices,Magnesium L-threonate hydrate,,Use as a source of dietary magnesium in certain food categories [listed in the notice]at levels ranging up to 0.12 percent.,magnesium,A,80,
gras_notices,Conjugated linoleic acid isomers,,"For use as an ingredient in beverages and beverage bases, grain products and pasta, milk and milk products, and processed fruit and fruit juices at a level intended to no more than 1.5 grams per serving.",cla,B,100,linoleic_acid(90)
gras_notices,l-leucine,,"For use as an ingredient in milk and non-milk meal replacement beverages, sports beverages, and vitamin enhanced waters, and meal replacement bars at levels of use intended to provide between 1.5 and 3 g of added L-leuci",leucine,A,80,
gras_notices,Complexation products of sodium tartrates with iron (III) chloride,,For use as an anti-caking agent in salt at a maximum level of 12 parts per million.,chloride,A,80,sodium(80)
gras_notices,Potassium-rich extract from Saccharum officinarum L. (sugarcane),,Intended for use as an ingredient in fruit juice and flavored water at a maximum use level of 7.75%.,potassium,A,80,
gras_notices,Lutein,,"Intended for use in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product analogs, egg substitute products, fats and oils, frozen dairy desserts and mixes, gravies and ",lutein_zeaxanthin,A,100,
gras_notices,Lutein esters,,"Intended for use in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product analogs, egg substitute products, fats and oils, frozen dairy desserts and mixes, gravies and ",lutein_zeaxanthin,A,100,
gras_notices,Sodium salts of fatty acids from Mortierella alpina oil,,For use as a source of arachidonic acid in term infant formula at a maximum level of 5 percent of total dietary fat when used in combination with docosahexaenoic acid at a maximum level of 0.50 percent of total dietary f,sodium,A,80,
gras_notices,Meso-zeaxanthin,,"For use as an ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy product analogs, egg substitute products, fats and oils, frozen dairy desserts and mixes, grav",lutein_zeaxanthin,A,100,
gras_notices,Algal oil (40% docosahexaenoic acid) derived from Schizochytrium sp.,,For use as an ingredient in preterm and term infant formula at a maximum use level of 1.25% of dietary fat (maximum of 0.5% of total fat as docosahexaenoic acid).,dha,A,100,
gras_notices,Pectin esterase from Aspergillus tubingensis expressed in Trichoderma reesei,,"For use in fruit and vegetable processing, wine, coffee and flavoring production, and grain treatment at GMP use levels.",pectin,B,100,
gras_notices,Galacto-oligosaccharides (GOS),,"For use as an ingredient in term infant formula, and follow-on formula at a use level providing up to 7.2 g of GOS per liter of reconstituted or ready to consume product.",gos,B,90,
gras_notices,Magnesium lactate,,For use as a source of dietary magnesium in fruit flavored beverages at a level intended to provide 25.2 milligrams of magnesium lactate per serving.,magnesium,A,80,
gras_notices,Calcium disodium ethylenediaminetetraacetate (EDTA),,"For use in soft drinks, coffees and teas, flavored coffees and teas, concentrated flavor enhancer drops, energy drinks, enhanced water beverages, flavored milk beverages, fruit juice and juice drinks, sports drinks, and ",calcium,A,80,
gras_notices,Oligofructose and inulin,,For use in exempt powdered amino-acid based term infant formula used for the dietary management of food allergies at a level not to exceed 6.8 grams per liter as consumed.,inulin_fos,B,100,
gras_notices,Haematococcus pluvialis extract containing astaxanthin esters,,"Ingredient in baked goods and baking mixes, beverages and beverage bases, energy, sports and isotonic drinks, non-milk based meal replacements, cereals and cereal products, chewing gums, coffee, tea, dairy product analog",astaxanthin,B,90,
gras_notices,Taurine,,For use as an ingredient in enhanced water beverages at a concentration of 45 parts per million (0.0045%).,taurine,B,100,
gras_notices,Zeaxanthin from Capsicum annum (paprika),,"For use as an ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, chewing gum, dairy products analogs, fats and oils, frozen dairy desserts and mixes, gravies and sauces, hard can",lutein_zeaxanthin,A,100,
gras_notices,Hydroxytyrosol,,"Intended for use as an antioxidant and antimicrobial in beverages, fats and oils, fresh and processed fruits and vegetables and juices, and gravy and sauces at use levels of 5.0 milligrams per serving.",hydroxytyrosol,B,90,
gras_notices,"Fractionated whey protein isolate containing cows milk derived lactoferrin, lactoperoxidase, and transforming growth factor &beta;2",,For use as an ingredient in meal replacement beverages at levels up to 100 milligrams (mg) per serving (240 milliliter) and in medical foods at varying levels so that resulting intake of ingredient does not exceed 610 mg,lactoferrin,B,100,
gras_notices,"Fractionated whey protein isolate containing cows milk derived lactoferrin, lactoperoxidase, and transforming growth factor &beta;2",,"For use as an ingredient in powdered, nonexempt term infant formulas and toddler formulas at levels up to 30 milligrams per 100 gram of powdered formula.",lactoferrin,B,100,
gras_notices,Chromium polynicotinate,,For use as an ingredient in enhanced water beverages at a maximum use level of 575 micrograms per liter.,chromium,A,80,
gras_notices,Calcium chloride,,For use in the manufacturing of potato snacks to reduce the formation of acrylamide at use levels of 1 percent or less.,calcium,A,80,chloride(80)
gras_notices,Nicotinamide riboside chloride,,"Source of vitamin B3 in vitamin waters, protein shakes, nutrition bars, gum, chews, and powdered beverages at a maximum level of 0.0057% by weight as consumed.",vitamin_b3,A,100,chloride(80)
gras_notices,Zeaxanthin from marigold,,"For use as an ingredient in baby and toddler foods, candies, cereals, dairy products, soups, and beverages at up to 300 micrograms of zeaxanthin per serving",lutein_zeaxanthin,A,100,
gras_notices,Fucoidan concentrate from Fucus vesiculosus,,"Intended for use as an ingredient in baked goods (bread, cake, noodles), soups, snack foods, imitation dairy products, and seasonings and flavors at use levels up to 30 milligrams per serving.",fucoidan,B,80,
gras_notices,Chondroitin sulfate sodium,,"Intended for use as an ingredient in beverage and beverage bases, milk and milk products, and chewing gum at levels ranging from 50 to 200 milligrams per serving.",sodium,A,80,
gras_notices,Sodium formate,,"Intended to be used to support the growth of Streptococcus, Lactobacillus, and Leuconostoc species in fermented dairy and soy products at levels not to exceed 20 parts per million.",sodium,A,80,
gras_notices,Cows milk-derived lactoferrin,,"Ingredient in cows milk-based non-exempt infant formula for term infants at a level of 100 mg/100 g formula solids, which corresponds to approximately 13-14 mg/100 mL infant formula (ready-to-feed (RTF) or prepared for c",lactoferrin,B,100,
gras_notices,Docosahexaenoic acid oil produced in Schizochytrium sp.,,Intended for use as an ingredient in exempt (pre-term) and non-exempt (term) infant formula (ages from birth to 12 months) in accordance with current good manufacturing practices and in combination with a source of arach,dha,A,100,
gras_notices,Curcumin from turmeric (Curcuma longa L.),,"Intended for use as a nutrient supplement in yogurt, nutrition bars, smoothies, and medical foods) at levels intended to provide up to 60 milligrams of curcumin per serving",curcumin,B,100,
gras_notices,Corn oil (by-product of ethanol production),,"For use as an ingredient in food where vegetable oil would be used, such as in baked goods and confections, and in processes where standard oil would be used, such as frying and cooking.",ethanol,B,80,
gras_notices,Calcium acid pyrophosphate,,"Leavening agent, stabilizer, dough strengthener, texturizer, and acidifier in self-rising flours, noodles (Asian), batters and breadings, breads (baguettes and rolls; bread crumbs), processed cereals, bagels, tortillas, ",calcium,A,80,
gras_notices,Benzalkonium chloride,,As a processing aid for lettuce and carrot products,chloride,A,80,
gras_notices,Docosahexaenoic acid oil produced in Schizochytrium sp.,,For use as an ingredient in term and pre-term infant formula at a maximum level of 0.5% total fat as docosahexaenoic acid and in combination with a safe and suitable source of arachidonic acid. The ratio of DHA to ARA wo,dha,A,100,
gras_notices,Docosahexaenoic acid oil produced in Schizochytrium sp.,,For use as an ingredient in the same food categories as those listed in 21 CFR 184.1472(a)(3) (menhaden oil) at maximum use levels that are 22.22% of those specified in the regulation.,dha,A,100,
gras_notices,Calcium lactate,,For use in the manufacturing of potato and vegetable snacks and sweetened cookies to reduce the formation of acrylamide at a proposed use level of up to 4% in the finished product.,calcium,A,80,
gras_notices,3'-sialyllactose sodium salt,,"For use as an ingredient in non-exempt term infant formula at a maximum level of 238 mg/L as consumed. Also for use as an ingredient in dairy product analogs, infant and toddler foods, milk (whole and skim), milk product",sodium,A,80,
gras_notices,Vitamin C (fruit and vegetable derived),,Intended for use as a substitute for other commercially available forms of ascorbic acid used in accordance with cGMPs.,vitamin_c,A,80,
gras_notices,Potassium polyaspartate,,Intended for use as a stabilizer in wine at levels up to 300 mg/L.,potassium,A,80,
gras_notices,Algal oil (35% docosahexaenoic acid) from Schizochytrium sp. strain FCC-1324,,Ingredient in non-exempt and exempt infant formulas for term and pre-term infants at use levels up to 0.5% (wt/wt) of fatty acids as DHA in combination with a safe and suitable source of arachidonic acid (ARA) at a ratio,dha,A,100,
gras_notices,Algal oil (55% docosahexaenoic acid) from Schizochytrium sp. strain FCC-3204,,Ingredient in non-exempt and exempt infant formulas for term and pre-term infants at use levels up to 0.5% (wt/wt) of fatty acids as DHA in combination with a safe and suitable source of arachidonic acid (ARA) at a ratio,dha,A,100,
gras_notices,Alpha-tocopherol (fruit and vegetable derived),,"Intended for use as a substitute for other commercially available forms of vitamin E in foods generally, including baby foods for infants from 6 to 12 months of age and children from one to four years old, and excluding ",vitamin_e,A,100,
gras_notices,Calcium chloride,,Intended for use as an anti-browning agent in processed fruits and vegetables,calcium,A,80,chloride(80)
gras_notices,Calcium propionate,,Intended for use as an anti-browning agent in processed fruits and vegetables,calcium,A,80,
gras_notices,Orange extract (85% hesperidin),,"For use as an ingredient in flavored milk and imitation milk drinks, dry powdered milk mixtures (not reconstituted), yogurt, coconut beverages, cookies, cereal, cereal/granola/nutrition bars, fruit/fruit flavored and veg",hesperidin,B,90,
gras_notices,Serine endopeptidase from Malbranchea cinnamomea produced in Trichoderma reesei,,For use as an enzyme to be used in the processing of partially or extensively hydrolyzed proteins from both animal and vegetable sources at a recommended level of 10 mg TOS/kg RM.,serine,A,80,
gras_notices,Curcumin,,"For use as an ingredient in a variety of food categories, excluding infant formula and foods under the jurisdiction of USDA, at levels ranging from 0.5 to 100 mg/100g.",curcumin,B,100,
gras_notices,Algal oil (50-60% docosahexaenoic acid) from Schizochytrium sp. HS01,,"For use as an ingredient in gelatin desserts or salads, and vegetable oils at levels ranging from 0.33 to 3%.",dha,A,100,
gras_notices,Algal oil (35% docosahexaenoic acid) from Schizochytrium sp. strain FCC-1324,,"Ingredient in food categories listed in 21 CFR 184.1472(a)(3) at levels up to 50% of the levels specified in 21 CFR 184.1472(a)(3) and as the sole added source of DHA in any given food category and, if blended with anoth",dha,A,100,
gras_notices,Algal oil (55% docosahexaenoic acid) from Schizochytrium sp. strain FCC-3204,,"Ingredient in food categories listed in 21 CFR 184.1472(a)(3) at levels up to 35% of the levels specified in 21 CFR 184.1472(a)(3) and as the sole added source of DHA in any given food category and, if blended with anoth",dha,A,100,
gras_notices,Inulin from artichoke,,"For use as a bulking agent, sugar replacer, humectant, fat-replacer and texture modifier in multiple food categories, excluding infant formula, at either 0.35 g/serving in the case of the syrup form, or 0.25 g/serving in",inulin_fos,B,100,
