_inventory,_substance,_other_names,_use,_cas,CAS Registry No. (or other ID),Substance,Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg01,Reg02,reg03,reg04,reg05,reg06,reg07,reg08,reg09,reg10,reg11,reg12,reg13,reg14,reg15,reg16,reg17,reg18,reg19,reg20,reg21,Reg prohibited189,regs Labeling-Standards,Other Names,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12,SYN13,SYN14,SYN15,SYN16,SYN17,SYN18,SYN19
indirect_additives,COCONUT FATTY ACID AMINE SALT OF TETRACHLOROPHENOL,COCONUT AMINE TETRACHLOROPHENATE,,977045-87-6,977045-87-6,COCONUT FATTY ACID AMINE SALT OF TETRACHLOROPHENOL,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,COCONUT AMINE TETRACHLOROPHENATE,COCAMINE TETRACHLOROPHENATE,"COCONUT FATTY ACID AMINE, TETRACHLOROPHENOL SALT","TETRACHLOROPHENOL, COCONUT FATTY ACID AMINE SALT",,,,,,,,,,,,,,,,
indirect_additives,"COCONUT FATTY ACID, PENTAERYTHRITOL","COCONUT OIL FATTY ACID, PENTAERYTHRITOL ESTER",,39385-67-6,39385-67-6,"COCONUT FATTY ACID, PENTAERYTHRITOL",,,,,,,175.300,176.210,,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL FATTY ACID, PENTAERYTHRITOL ESTER",PENTAERYTHRITOL LAURATE,"2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL DODECANOATE",,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT FATTY ACIDS, PROPYLENE GLYCOL ESTERS",PROPYLENE GLYCOL COCOATE,,67784-83-2,67784-83-2,"COCONUT FATTY ACIDS, PROPYLENE GLYCOL ESTERS",,,,,,,175.105,175.300,176.210,177.2800,,,,,,,,,,,,,,,,,,,,PROPYLENE GLYCOL COCOATE,"coconut fatty acids, propylene glycol esters","fatty acids, coco, esters with propylene glycol",,,,,,,,,,,,,,,,,
indirect_additives,COCONUT OIL,COCONUT OIL,,8001-31-8,8001-31-8,COCONUT OIL,,,,,,,175.300,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,COCONUT OIL,COCONUT EXTRACT,COCONUT KERNEL EXTRACT,"OILS, COCONUT","OILS, COPRA","OILS, GLYCERIDIC, COCONUT","OILS, GLYCERIDIC, COPRA",COPRA OIL,"OIL, COCONUT",cocos nucifera extract,,,,,,,,,,
indirect_additives,COCONUT OIL DIGLYCERIDES,COCONUT DIGLYCERIDES,,68911-02-4,68911-02-4,COCONUT OIL DIGLYCERIDES,,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,COCONUT DIGLYCERIDES,COCONUT OIL DIGLYCERIDES,,,,,,,,,,,,,,,,,,
indirect_additives,COCONUT OIL FATTY ACIDS,COCONUT OIL FATTY ACIDS,,61788-47-4,61788-47-4,COCONUT OIL FATTY ACIDS,,,,,,,175.300,176.210,177.1200,177.2800,,,,,,,,,,,,,,,,,,,,COCONUT OIL FATTY ACIDS,"FATTY ACIDS, COCO","FATTY ACIDS, COCONUT-OIL",,,,,,,,,,,,,,,,,
indirect_additives,COCONUT OIL FATTY ACIDS AMINE,COCONUT AMINE,,61788-46-3,61788-46-3,COCONUT OIL FATTY ACIDS AMINE,,,,,,,175.105,176.210,,,,,,,,,,,,,,,,,,,,,,COCONUT AMINE,COCONUT OIL FATTY ACIDS AMINE,"AMINES, COCO ALKYL",,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL FATTY ACIDS, 1,3-BUTYLENE GLYCOL MONOESTER","1,3-BUTYLENE GLYCOL MONOCOCOATE",,977082-48-6,977082-48-6,"COCONUT OIL FATTY ACIDS, 1,3-BUTYLENE GLYCOL MONOESTER",,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,"1,3-BUTYLENE GLYCOL MONOCOCOATE","COCONUT FATTY ACID, 1,3-BUTYLENE GLYCOL MONOESTER",,,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL FATTY ACIDS, DIETHYLENE GLYCOL ESTER",DIETHYLENE GLYCOL COCOATE,,61788-86-1,61788-86-1,"COCONUT OIL FATTY ACIDS, DIETHYLENE GLYCOL ESTER",,,,,,,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,,DIETHYLENE GLYCOL COCOATE,"COCONUT OIL FATTY ACIDS, DIETHYLENE GLYCOL ESTER","FATTY ACIDS, COCO, 2-(2-HYDROXYETHOXY)ETHYL ESTERS","COCONUT OIL FATTY ACIDS, PEG-2 ESTER",PEG-2 COCOATE,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL FATTY ACIDS, HYDROGENATED","COCONUT OIL FATTY ACIDS, HYDROGENATED",,68938-15-8,68938-15-8,"COCONUT OIL FATTY ACIDS, HYDROGENATED",,,,,,,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL FATTY ACIDS, HYDROGENATED","FATTY ACIDS, COCO, HYDROGENATED",HYDROGENATED COCONUT OIL FATTY ACIDS,,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL FATTY ACIDS, METHYL ESTERS","COCONUT OIL FATTY ACIDS, METHYL ESTERS",,61788-59-8,61788-59-8,"COCONUT OIL FATTY ACIDS, METHYL ESTERS",,,,,,,176.210,177.2800,178.3910,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL FATTY ACIDS, METHYL ESTERS","FATTY ACIDS, COCO, ME ESTERS",,,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL FATTY ACIDS, PEG MONOESTER",PEG COCOATE,,61791-29-5,61791-29-5,"COCONUT OIL FATTY ACIDS, PEG MONOESTER",,,,,,,175.300,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,PEG COCOATE,"FATTY ACIDS, COCO, ETHOXYLATED","COCONUT FATTY ACIDS, ETHOXYLATED","COCONUT OIL FATTY ACIDS, PEG MONOESTER",,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL, FATTY ACIDS, POTASSIUM SALTS","COCONUT OIL FATTY ACIDS, POTASSIUM SALTS",,61789-30-8,61789-30-8,"COCONUT OIL, FATTY ACIDS, POTASSIUM SALTS",,,,,,,176.210,177.2800,178.1010,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL FATTY ACIDS, POTASSIUM SALTS","FATTY ACIDS, COCO, POTASSIUM SALTS","SOAP, POTASSIUM COCONUT OIL",,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL, FATTY ACIDS, SODIUM SALTS","COCONUT OIL FATTY ACIDS, SODIUM SALTS",,61789-31-9,61789-31-9,"COCONUT OIL, FATTY ACIDS, SODIUM SALTS",,,,,,,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL FATTY ACIDS, SODIUM SALTS","FATTY ACIDS, COCO, SODIUM SALTS",,,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL, HYDROGENATED",HYDROGENATED COCONUT OIL,,977056-87-3,977056-87-3,"COCONUT OIL, HYDROGENATED",,,,,,,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,,HYDROGENATED COCONUT OIL,"COCONUT OIL, HYDROGENATED","OIL, HYDROGENATED COCONUT",,,,,,,,,,,,,,,,,
indirect_additives,COCONUT OIL MONOGLYCERIDES,COCONUT MONOGLYCERIDES,,61789-05-7,61789-05-7,COCONUT OIL MONOGLYCERIDES,,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,COCONUT MONOGLYCERIDES,COCONUT OIL MONOGLYCERIDES,COCONUT GLYCERIDE,"GLYCERIDES, COCO MONO-",GLYCEROL MONOESTER OF COCONUT OIL ACIDS,,,,,,,,,,,,,,,
indirect_additives,COCONUT OIL MONOGLYCERIDES SODIUM SULFATE,COCONUT MONOGLYCERIDE SODIUM SULFATE,,61789-04-6,61789-04-6,COCONUT OIL MONOGLYCERIDES SODIUM SULFATE,,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,COCONUT MONOGLYCERIDE SODIUM SULFATE,"GLYCERIDES, COCO MONO-, SULFATED, SODIUM SALT","GLYCEROL MONOESTER OF COCONUT OIL ACIDS, SULFATED, SODIUM SALT",SODIUM COCONUT MONOGLYCERIDE SULFATE,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL, OXIDIZED","COCONUT OIL, OXIDIZED",,977152-61-6,977152-61-6,"COCONUT OIL, OXIDIZED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL, OXIDIZED",OXIDIZED COCONUT OIL,,,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL, SULFONATED","COCONUT OIL, SULFONATED",,977033-00-3,977033-00-3,"COCONUT OIL, SULFONATED",,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL, SULFONATED",,,,,,,,,,,,,,,,,,,
indirect_additives,"COCONUT OIL, TRIETHANOLAMINE SOAP",TRIETHANOLAMINE COCOATE,,61790-64-5,61790-64-5,"COCONUT OIL, TRIETHANOLAMINE SOAP",,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,TRIETHANOLAMINE COCOATE,"FATTY ACIDS, COCO, COMPDS. WITH TRIETHANOLAMIE","COCONUT OIL FATTY ACIDS, TRIETHANOLAMINE SALTS",,,,,,,,,,,,,,,,,
indirect_additives,COCONUT OIL TRIGLYCERIDES,COCONUT OIL TRIGLYCERIDES,,977109-27-5,977109-27-5,COCONUT OIL TRIGLYCERIDES,,,,,,,175.300,176.210,,,,,,,,,,,,,,,,,,,,,,COCONUT OIL TRIGLYCERIDES,"TRIGLYCERIDES, COCONUT OIL ESTERS",,,,,,,,,,,,,,,,,,
indirect_additives,COCONUT TRIGLYCERIDES,"COCONUT OIL FATTY ACIDS, GLYCEROL TRIESTERS",,977124-31-4,977124-31-4,COCONUT TRIGLYCERIDES,,,,,,,175.300,176.210,177.2800,,,,,,,,,,,,,,,,,,,,,"COCONUT OIL FATTY ACIDS, GLYCEROL TRIESTERS",COCONUT TRIGLYCERIDES,,,,,,,,,,,,,,,,,,
indirect_additives,COCOYL SARCOSINE,N-COCOYLSARCOSINE,,68411-97-2,68411-97-2,COCOYL SARCOSINE,,,,,,,178.3130,,,,,,,,,,,,,,,,,,,,,,,N-COCOYLSARCOSINE,COCOYLSARCOSINE,"GLYCINE, N-METHYL-, N-COCO ACYL DERIVS.",,,,,,,,,,,,,,,,,
indirect_additives,CONDENSATE OF FORMALDEHYDE-DICYANDIAMIDE-DIETHYLENE TRIAMINE,POLY(CYANOGUANIDINE-CO-DIETHYLENETRIAMINE-CO-FORMALDEHYDE),,37953-53-0,37953-53-0,CONDENSATE OF FORMALDEHYDE-DICYANDIAMIDE-DIETHYLENE TRIAMINE,,,,,,,176.170,176.180,,,,,,,,,,,,,,,,,,,,,,POLY(CYANOGUANIDINE-CO-DIETHYLENETRIAMINE-CO-FORMALDEHYDE),FORMALDEHYDE-DICYANDIAMIDE-DIETHYLENETRIAMINE CONDENSATE,CYANOGUANIDINE-DIETHYLENETRIAMINE-FORMALDEHYDE COPOLYMER,"GUANIDINE, CYANO-, POLYMER WITH N-(2-AMINOETHYL)-1,2-ETHANEDIAMINE AND FORMALDEHYDE","POLY(CYANOGUANIDINE-CO-FORMALDEHYDE-CO-N-(2-AMINOETHYL)-1,2-ETHANEDIAMINE)",,,,,,,,,,,,,,,
indirect_additives,COPAL,COPAL,,9000-14-0,9000-14-0,COPAL,,,,,,,175.105,175.300,,,,,,,,,,,,,,,,,,,,,,COPAL,gum copal,copal resin,"congo gum, fused",copals,,,,,,,,,,,,,,,
indirect_additives,"COPAL, GLYCERYL ESTER","COPAL, GLYCERYL ESTER",,9005-76-9,9005-76-9,"COPAL, GLYCERYL ESTER",,,,,,,175.105,175.300,,,,,,,,,,,,,,,,,,,,,,"COPAL, GLYCERYL ESTER",COPAL GLYCERIDE,GLYCEROL ESTER OF COPAL,"GLYCERIDES, COPAL",,,,,,,,,,,,,,,,
indirect_additives,"COPAL RESIN, HEAT PROCESSED","COPAL RESIN, HEAT PROCESSED",,977033-09-2,977033-09-2,"COPAL RESIN, HEAT PROCESSED",,,,,,,177.1200,,,,,,,,,,,,,,,,,,,,,,,"COPAL RESIN, HEAT PROCESSED",,,,,,,,,,,,,,,,,,,
indirect_additives,COPPER DIMETHYLDITHIOCARBAMATE,COPPER DIMETHYLDITHIOCARBAMATE,,137-29-1,137-29-1,COPPER DIMETHYLDITHIOCARBAMATE,,,,,,,177.2600,,,,,,,,,,,,,,,,,,,,,,,COPPER DIMETHYLDITHIOCARBAMATE,"BIS(DIMETHYLCARBAMODITHIOATO-KAPPAS')COPPER, (SP-4-1)-",BIS(DIMETHYLDITHIOCARBAMATO)COPPER,BIS(DIMETHYLDITHIOCARBAMATO)COPPER (II),"COPPER, BIS(DIMETHYLCARBAMODITHIOATO-KAPPAS')-, (SP-4-1)-","COPPER, BIS(DIMETHYLDITHIOCARBAMATO)-",,,,,,,,,,,,,,
indirect_additives,COPPER NAPHTHENATE,COPPER NAPHTHENATE,,1338-02-9,1338-02-9,COPPER NAPHTHENATE,,,,,,,177.2420,,,,,,,,,,,,,,,,,,,,,,,COPPER NAPHTHENATE,"naphthenic acids, copper salts",,,,,,,,,,,,,,,,,,
indirect_additives,COPPER 8-QUINOLINOLATE,COPPER 8-QUINOLINOLATE,,10380-28-6,10380-28-6,COPPER 8-QUINOLINOLATE,,,,,,,175.105,176.170,178.3800,,,,,,,,,,,,,,,,,,,,,COPPER 8-QUINOLINOLATE,"bis(8-quinolinolato-N1,O8)copper",bis(8-quinolinolato)copper,copper 8-hydroxy quinolate,copper 8-hydroxyquinoline,"copper, bis(8-quinolinolato-N1,O8)-","copper, bis(8-quinolinolato)-",quinolate,copper(II) oxinate,,,,,,,,,,,
indirect_additives,CORK,CORK,,61789-98-8,61789-98-8,CORK,,,,,,,177.1210,177.2600,,,,,,,,,,,,,,,,,,,,,,CORK,LIEGE,,,,,,,,,,,,,,,,,,
indirect_additives,CORN OIL,CORN OIL,,8001-30-7,8001-30-7,CORN OIL,,,,,,,175.300,176.210,,,,,,,,,,,,,,,,,,,,,,CORN OIL,maize oil,"oils, corn",zea mays oil,,,,,,,,,,,,,,,,
indirect_additives,CORN OIL DIGLYCERIDES,CORN OIL DIGLYCERIDES,,977076-65-5,977076-65-5,CORN OIL DIGLYCERIDES,,,,,,,176.210,,,,,,,,,,,,,,,,,,,,,,,CORN OIL DIGLYCERIDES,"CORN OIL ACID, GLYCERYL DIESTER","CORN OIL FATTY ACIDS, DIGLYCERIDES","CORN OIL FATTY ACIDS, GLYCERYL DIESTER","DIGLYCERIDES, CORN OIL FATTY ACIDS",GLYCERYL CORN ACID DIESTER,,,,,,,,,,,,,,
