_inventory,_substance,_other_names,_use,_cas,CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
food_substances,(E)-2-BUTENOIC ACID,&diams; CROTONIC ACID; &diams; 2-BUTENOIC ACID; &diams; ALPHA-BUTENOIC ACID; &diams; 3-METHACRYLIC ACID,FLAVORING AGENT OR ADJUVANT,3724-65-0,3724-65-0,(E)-2-BUTENOIC ACID,&diams; CROTONIC ACID; &diams; 2-BUTENOIC ACID; &diams; ALPHA-BUTENOIC ACID; &diams; 3-METHACRYLIC ACID,FLAVORING AGENT OR ADJUVANT,,,,,,,175.105,175.350,176.170,176.180,,,,,,,,,,,,,,,,,,,3908,19,,,1371
food_substances,"4-(2-BUTENYLIDENE)-3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE","&diams; MEGASTIGMATRIENONE; &diams; 2-cyclohexen-1-one, 4-(2-butenylidene)-3,5,5-trimethyl-; &diams; 4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one; &diams; 2-cyclohexen-1-one, 4-(2-buten-1-ylidene)-3,5,5-trimethyl-; &diams; 4-(2-buten-1-ylidene)-3,5,5-trimethyl-2-cyclohexen-1-one; &diams; InChI=1S/C13H18O/c1-5-6-7-12-10(2)8-11(14)9-13(12,3)4/h5-8H,9H2,1-4H3/b6-5+,12-7+; &diams; InChIKey: CBQXHTWJSZXYSK-DVIJZSFDSA-N",FLAVORING AGENT OR ADJUVANT,13215-88-8,13215-88-8,"4-(2-BUTENYLIDENE)-3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE","&diams; MEGASTIGMATRIENONE; &diams; 2-cyclohexen-1-one, 4-(2-butenylidene)-3,5,5-trimethyl-; &diams; 4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one; &diams; 2-cyclohexen-1-one, 4-(2-buten-1-ylidene)-3,5,5-trimethyl-; &diams; 4-(2-buten-1-ylidene)-3,5,5-trimethyl-2-cyclohexen-1-one; &diams; InChI=1S/C13H18O/c1-5-6-7-12-10(2)8-11(14)9-13(12,3)4/h5-8H,9H2,1-4H3/b6-5+,12-7+; &diams; InChIKey: CBQXHTWJSZXYSK-DVIJZSFDSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4663,24,,,2057
food_substances,3-BUTENYL ISOTHIOCYANATE,"&diams; 3-BUTENYL ISOTHIOCYANATE; &diams; ALLYLCARBINYL ISOTHIOCYANATE; &diams; 1-butene, 4-isothiocyanato-; &diams; 4-isothiocyanato-1-butene; &diams; isothiocyanic acid, 3-butenyl ester; &diams; InChI=1S/C5H7NS/c1-2-3-4-6-5-7/h2H,1,3-4H2; &diams; InChIKey: SKIHGKNFJKJXPX-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,3386-97-8,3386-97-8,3-BUTENYL ISOTHIOCYANATE,"&diams; 3-BUTENYL ISOTHIOCYANATE; &diams; ALLYLCARBINYL ISOTHIOCYANATE; &diams; 1-butene, 4-isothiocyanato-; &diams; 4-isothiocyanato-1-butene; &diams; isothiocyanic acid, 3-butenyl ester; &diams; InChI=1S/C5H7NS/c1-2-3-4-6-5-7/h2H,1,3-4H2; &diams; InChIKey: SKIHGKNFJKJXPX-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4418,23,,,1889
food_substances,1-BUTEN-1-YL METHYL SULFIDE,"&diams; 1-BUTENYL METHYL SULFIDE; &diams; SULFIDE, 1-BUTENYL METHYL; &diams; 1-BUTEN-1-YL METHYL SULFIDE; &diams; 1-BUTENE, 1-(METHYLTHIO)-; &diams; 1-(METHYLTHIO)-1-BUTENE",FLAVORING AGENT OR ADJUVANT,32951-19-2,32951-19-2,1-BUTEN-1-YL METHYL SULFIDE,"&diams; 1-BUTENYL METHYL SULFIDE; &diams; SULFIDE, 1-BUTENYL METHYL; &diams; 1-BUTEN-1-YL METHYL SULFIDE; &diams; 1-BUTENE, 1-(METHYLTHIO)-; &diams; 1-(METHYLTHIO)-1-BUTENE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820,18,,,457
food_substances,BUTTER ACIDS,"&diams; BUTTER FATTY ACIDS; &diams; BUTTER ACID; &diams; FATTY ACIDS, BUTTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",85536-25-0,85536-25-0,BUTTER ACIDS,"&diams; BUTTER FATTY ACIDS; &diams; BUTTER ACID; &diams; FATTY ACIDS, BUTTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2171,3,,,
food_substances,BUTTER ESTERS,"&diams; BUTTER ESTER; &diams; FATTY ACIDS, BUTTER, ESTERS; &diams; BUTTER FATTY ACIDS, ESTERS","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",977019-26-3,977019-26-3,BUTTER ESTERS,"&diams; BUTTER ESTER; &diams; FATTY ACIDS, BUTTER, ESTERS; &diams; BUTTER FATTY ACIDS, ESTERS","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2172,3,,,
food_substances,"BUTTER FAT, ENZYME-MODIFIED, WITH ADDED BUTYRIC ACID","&diams; MILK FAT, ENZYME-MODIFIED, BUTYRIC ACID ADDED; &diams; BUTTER FAT, ENZYME-MODIFIED, WITH ADDED BUTYRIC ACID; &diams; BUTTERFAT, ENZYME-MODIFIED, BUTYRIC ACID ADDED","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; TEXTURIZER",977093-25-6,977093-25-6,"BUTTER FAT, ENZYME-MODIFIED, WITH ADDED BUTYRIC ACID","&diams; MILK FAT, ENZYME-MODIFIED, BUTYRIC ACID ADDED; &diams; BUTTER FAT, ENZYME-MODIFIED, WITH ADDED BUTYRIC ACID; &diams; BUTTERFAT, ENZYME-MODIFIED, BUTYRIC ACID ADDED","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT,; TEXTURIZER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_substances,BUTYL ACETATE,"&diams; BUTYL ACETATE; &diams; BUTYL ETHANOATE; &diams; ACETIC ACID, BUTYL ESTER; &diams; 1-acetoxybutane; &diams; 1-butyl acetate",FLAVORING AGENT OR ADJUVANT,123-86-4,123-86-4,BUTYL ACETATE,"&diams; BUTYL ACETATE; &diams; BUTYL ETHANOATE; &diams; ACETIC ACID, BUTYL ESTER; &diams; 1-acetoxybutane; &diams; 1-butyl acetate",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,175.105,175.320,177.1200,,,,,,,,,,,,,,,,,,,2174,3,,,127
food_substances,BUTYL ACETOACETATE,"&diams; BUTYL ACETOACETATE; &diams; BUTYL 3-KETOBUTANOATE; &diams; BUTYL 3-KETOBUTYRATE; &diams; BUTYL 3-OXOBUTANOATE; &diams; BUTANOIC ACID, 3-OXO-, BUTYL ESTER; &diams; ACETOACETIC ACID, BUTYL ESTER; &diams; BUTYL 3-OXOBUTYRATE",FLAVORING AGENT OR ADJUVANT,591-60-6,591-60-6,BUTYL ACETOACETATE,"&diams; BUTYL ACETOACETATE; &diams; BUTYL 3-KETOBUTANOATE; &diams; BUTYL 3-KETOBUTYRATE; &diams; BUTYL 3-OXOBUTANOATE; &diams; BUTANOIC ACID, 3-OXO-, BUTYL ESTER; &diams; ACETOACETIC ACID, BUTYL ESTER; &diams; BUTYL 3-OXOBUTYRATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2176,3,,,596
food_substances,BUTYL ALCOHOL,"&diams; BUTYL ALCOHOL; &diams; 1-BUTANOL; &diams; BUTANOL, NORMAL; &diams; PROPYLCARBINOL; &diams; 1-BUTYL ALCOHOL; &diams; BUTYL HYDROXIDE; &diams; METHYLOLPROPANE","FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE",71-36-3,71-36-3,BUTYL ALCOHOL,"&diams; BUTYL ALCOHOL; &diams; 1-BUTANOL; &diams; BUTANOL, NORMAL; &diams; PROPYLCARBINOL; &diams; 1-BUTYL ALCOHOL; &diams; BUTYL HYDROXIDE; &diams; METHYLOLPROPANE","FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE",73.1,,,,,,172.515,172.560,175.105,175.320,176.180,176.200,176.210,177.1200,177.1440,177.1650,177.2800,,,,,,,,,,,,2178,3,25,,85
food_substances,BUTYLAMINE,&diams; BUTYLAMINE; &diams; 1-AMINOBUTANE; &diams; 1-BUTANAMINE; &diams; N-BUTYLAMINE; &diams; 1-BUTYLAMINE; &diams; MONO-N-BUTYLAMINE; &diams; MONOBUTYLAMINE,FLAVORING AGENT OR ADJUVANT,109-73-9,109-73-9,BUTYLAMINE,&diams; BUTYLAMINE; &diams; 1-AMINOBUTANE; &diams; 1-BUTANAMINE; &diams; N-BUTYLAMINE; &diams; 1-BUTYLAMINE; &diams; MONO-N-BUTYLAMINE; &diams; MONOBUTYLAMINE,FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,4,,,1582
food_substances,SEC-BUTYLAMINE,"&diams; 2-BUTANAMINE; &diams; 2-AMINOBUTANE; &diams; BUTYLAMINE, SECONDARY; &diams; 1-METHYLPROPANAMINE; &diams; 1-METHYLPROPYLAMINE; &diams; 2-AB; &diams; BUTYLAMINE, SEC-; &diams; 2-BUTYLAMINE; &diams; SEC-BUTYLAMINE",FLAVORING AGENT OR ADJUVANT,13952-84-6,13952-84-6,SEC-BUTYLAMINE,"&diams; 2-BUTANAMINE; &diams; 2-AMINOBUTANE; &diams; BUTYLAMINE, SECONDARY; &diams; 1-METHYLPROPANAMINE; &diams; 1-METHYLPROPYLAMINE; &diams; 2-AB; &diams; BUTYLAMINE, SEC-; &diams; 2-BUTYLAMINE; &diams; SEC-BUTYLAMINE",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240,22,,,1584
food_substances,BUTYL ANTHRANILATE,"&diams; BUTYL ANTHRANILATE; &diams; BUTYL O-AMINOBENZOATE; &diams; BUTYL 2-AMINOBENZOATE; &diams; BENZOIC ACID, 2-AMINO-, BUTYL ESTER; &diams; ANTHRANILIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",7756-96-9,7756-96-9,BUTYL ANTHRANILATE,"&diams; BUTYL ANTHRANILATE; &diams; BUTYL O-AMINOBENZOATE; &diams; BUTYL 2-AMINOBENZOATE; &diams; BENZOIC ACID, 2-AMINO-, BUTYL ESTER; &diams; ANTHRANILIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2181,3,,,1536
food_substances,2-BUTYL-2-BUTENAL,"&diams; 2-BUTYL-2-BUTENAL; &diams; 2-ETHYLIDINEHEXANAL; &diams; HEXANAL, 2-ETHYLIDENE-","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",25409-08-9,25409-08-9,2-BUTYL-2-BUTENAL,"&diams; 2-BUTYL-2-BUTENAL; &diams; 2-ETHYLIDINEHEXANAL; &diams; HEXANAL, 2-ETHYLIDENE-","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392,7,,,1214
food_substances,BUTYL BUTYRATE,"&diams; BUTYL BUTYRATE; &diams; BUTYL BUTANOATE; &diams; BUTANOIC ACID, BUTYL ESTER; &diams; BUTYRIC ACID, BUTYL ESTER; &diams; 1-BUTYL BUTYRATE; &diams; BUTYL BUTYLATE",FLAVORING AGENT OR ADJUVANT,109-21-7,109-21-7,BUTYL BUTYRATE,"&diams; BUTYL BUTYRATE; &diams; BUTYL BUTANOATE; &diams; BUTANOIC ACID, BUTYL ESTER; &diams; BUTYRIC ACID, BUTYL ESTER; &diams; 1-BUTYL BUTYRATE; &diams; BUTYL BUTYLATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2186,3,,,151
food_substances,BUTYL BUTYRYLLACTATE,"&diams; BUTYL BUTYRYLLACTATE; &diams; BUTANOIC ACID, 2-BUTOXY-1-METHYL-2-OXOETHYL ESTER; &diams; 2-BUTOXY-1-METHYL-2-OXOETHYL BUTANOATE; &diams; BUTYRIC ACID, ESTER WITH BUTYL LACTATE",FLAVORING AGENT OR ADJUVANT,7492-70-8,7492-70-8,BUTYL BUTYRYLLACTATE,"&diams; BUTYL BUTYRYLLACTATE; &diams; BUTANOIC ACID, 2-BUTOXY-1-METHYL-2-OXOETHYL ESTER; &diams; 2-BUTOXY-1-METHYL-2-OXOETHYL BUTANOATE; &diams; BUTYRIC ACID, ESTER WITH BUTYL LACTATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2190,3,25,,935
food_substances,ALPHA-BUTYLCINNAMALDEHYDE,"&diams; ALPHA-BUTYLCINNAMALDEHYDE; &diams; ALPHA-BUTYL-BETA-PHENYLACROLEIN; &diams; BUTYLCINNAMIC ALDEHYDE; &diams; ALPHA-BUTYLCINNAMIC ALDEHYDE; &diams; CINNAMALDEHYDE, ALPHA-BUTYL-; &diams; HEXANAL, 2-(PHENYLMETHYLENE)-; &diams; 2-BENZYLIDENEHEXANAL; &diams; 2-(PHENYLMETHYLENE)HEXANAL","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",7492-44-6,7492-44-6,ALPHA-BUTYLCINNAMALDEHYDE,"&diams; ALPHA-BUTYLCINNAMALDEHYDE; &diams; ALPHA-BUTYL-BETA-PHENYLACROLEIN; &diams; BUTYLCINNAMIC ALDEHYDE; &diams; ALPHA-BUTYLCINNAMIC ALDEHYDE; &diams; CINNAMALDEHYDE, ALPHA-BUTYL-; &diams; HEXANAL, 2-(PHENYLMETHYLENE)-; &diams; 2-BENZYLIDENEHEXANAL; &diams; 2-(PHENYLMETHYLENE)HEXANAL","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2191,3,,,684
food_substances,BUTYL CINNAMATE,"&diams; BUTYL CINNAMATE; &diams; BUTYL PHENYLACRYLATE; &diams; BUTYL 3-PHENYLPROPENOATE; &diams; BUTYL-BETA-PHENYLACRYLATE; &diams; ELIMINOXY; &diams; 2-PROPENOIC ACID, 3-PHENYL-, BUTYL ESTER; &diams; BUTYL 3-PHENYL-2-PROPENOATE; &diams; CINNAMIC ACID, BUTYL ESTER",FLAVORING AGENT OR ADJUVANT,538-65-8,538-65-8,BUTYL CINNAMATE,"&diams; BUTYL CINNAMATE; &diams; BUTYL PHENYLACRYLATE; &diams; BUTYL 3-PHENYLPROPENOATE; &diams; BUTYL-BETA-PHENYLACRYLATE; &diams; ELIMINOXY; &diams; 2-PROPENOIC ACID, 3-PHENYL-, BUTYL ESTER; &diams; BUTYL 3-PHENYL-2-PROPENOATE; &diams; CINNAMIC ACID, BUTYL ESTER",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2192,3,,,663
food_substances,BUTYL 2-DECENOATE,"&diams; BUTYL 2-DECENOATE; &diams; BUTYL DECYLENATE; &diams; 2-DECENOIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",7492-45-7,7492-45-7,BUTYL 2-DECENOATE,"&diams; BUTYL 2-DECENOATE; &diams; BUTYL DECYLENATE; &diams; 2-DECENOIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2194,3,,,1348
food_substances,"1,3-BUTYLENE GLYCOL","&diams; 1,3-BUTYLENE GLYCOL; &diams; 1,3-BUTANEDIOL; &diams; BETA-BUTYLENE GLYCOL; &diams; 1,3-DIHYDROXYBUTANE; &diams; 1-METHYL-1,3-PROPANEDIOL; &diams; 3-HYDROXY-1-BUTANOL; &diams; METHYLTRIMETHYLENE GLYCOL","FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE",107-88-0,107-88-0,"1,3-BUTYLENE GLYCOL","&diams; 1,3-BUTYLENE GLYCOL; &diams; 1,3-BUTANEDIOL; &diams; BETA-BUTYLENE GLYCOL; &diams; 1,3-DIHYDROXYBUTANE; &diams; 1-METHYL-1,3-PROPANEDIOL; &diams; 3-HYDROXY-1-BUTANOL; &diams; METHYLTRIMETHYLENE GLYCOL","FLAVORING AGENT OR ADJUVANT,; SOLVENT OR VEHICLE",,,,,,,172.712,173.220,175.105,175.320,177.1200,177.1210,177.1680,177.2420,178.2010,,,,,,,,,,,,,,,,,,
food_substances,BUTYL ETHYL DISULFIDE,"&diams; BUTYL ETHYL DISULFIDE; &diams; disulfide, butyl ethyl; &diams; 3,4-dithiaoctane; &diams; 1-ethyldisulfanylbutane",FLAVORING AGENT OR ADJUVANT,63986-03-8,63986-03-8,BUTYL ETHYL DISULFIDE,"&diams; BUTYL ETHYL DISULFIDE; &diams; disulfide, butyl ethyl; &diams; 3,4-dithiaoctane; &diams; 1-ethyldisulfanylbutane",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4027,21,,,1698
food_substances,BUTYL ETHYL MALONATE,"&diams; BUTYL ETHYL MALONATE; &diams; BUTYL ETHYL PROPANEDIOATE; &diams; ETHYL BUTYL MALONATE; &diams; PROPANEDIOIC ACID, BUTYL ETHYL ESTER; &diams; MALONIC ACID, BUTYL ETHYL ESTER",FLAVORING AGENT OR ADJUVANT,17373-84-1,17373-84-1,BUTYL ETHYL MALONATE,"&diams; BUTYL ETHYL MALONATE; &diams; BUTYL ETHYL PROPANEDIOATE; &diams; ETHYL BUTYL MALONATE; &diams; PROPANEDIOIC ACID, BUTYL ETHYL ESTER; &diams; MALONIC ACID, BUTYL ETHYL ESTER",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2195,3,,,615
food_substances,BUTYL FORMATE,"&diams; BUTYL FORMATE; &diams; BUTYL METHANOATE; &diams; FORMIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",592-84-7,592-84-7,BUTYL FORMATE,"&diams; BUTYL FORMATE; &diams; BUTYL METHANOATE; &diams; FORMIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2196,3,,,118
food_substances,2-BUTYLFURAN,"&diams; 2-BUTYLFURAN; &diams; furan, 2-butyl-",FLAVORING AGENT OR ADJUVANT,4466-24-4,4466-24-4,2-BUTYLFURAN,"&diams; 2-BUTYLFURAN; &diams; furan, 2-butyl-",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081,22,,,1490
food_substances,BUTYL HEPTANOATE,"&diams; BUTYL HEPTANOATE; &diams; BUTYL HEPTOATE; &diams; BUTYL HEPTYLATE; &diams; HEPTANOIC ACID, BUTYL ESTER",FLAVORING AGENT OR ADJUVANT,5454-28-4,5454-28-4,BUTYL HEPTANOATE,"&diams; BUTYL HEPTANOATE; &diams; BUTYL HEPTOATE; &diams; BUTYL HEPTYLATE; &diams; HEPTANOIC ACID, BUTYL ESTER",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2199,3,,,169
food_substances,BUTYL HEXANOATE,"&diams; BUTYL HEXANOATE; &diams; BUTYL CAPROATE; &diams; HEXANOIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",626-82-4,626-82-4,BUTYL HEXANOATE,"&diams; BUTYL HEXANOATE; &diams; BUTYL CAPROATE; &diams; HEXANOIC ACID, BUTYL ESTER","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2201,3,25,,162
food_substances,BUTYL P-HYDROXYBENZOATE,"&diams; BUTYLPARABEN; &diams; BUTYL P-HYDROXYBENZOATE; &diams; BUTYL 4-HYDROXYBENZOATE; &diams; BENZOIC ACID, 4-HYDROXY-, BUTYL ESTER; &diams; BENZOIC ACID, P-HYDROXY-, BUTYL ESTER; &diams; 4-(butoxycarbonyl)phenol",FLAVORING AGENT OR ADJUVANT,94-26-8,94-26-8,BUTYL P-HYDROXYBENZOATE,"&diams; BUTYLPARABEN; &diams; BUTYL P-HYDROXYBENZOATE; &diams; BUTYL 4-HYDROXYBENZOATE; &diams; BENZOIC ACID, 4-HYDROXY-, BUTYL ESTER; &diams; BENZOIC ACID, P-HYDROXY-, BUTYL ESTER; &diams; 4-(butoxycarbonyl)phenol",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2203,3,,,870
food_substances,ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),"&diams; PEG/PPG BUTYL ETHER; &diams; BUTOXYPOLYOXYETHYLENE POLYOXYPROPYLENE GLYCOL; &diams; PEG/PPG MONOBUTYL ETHER; &diams; BUTOXYPOLYETHYLENE POLYPROPYLENE GLYCOL; &diams; PPG-BUTETH; &diams; OXIRANE, METHYL-, POLYMER WITH WITH OXIRANE, MONOBUTYL ETHER; &diams; POLY(ETHYLENE GLYCOL-CO-PROPYLENE GLYCOL), MONOBUTYL ETHER; &diams; GLYCOLS, POLYETHYLENE-PROPYLENE, MONOBUTYL ETHER; &diams; ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)POLY(OXYPROPYLENE); &diams; POLYETHYLENE-POLYPROPYLENE GLYCOL MONOBUTYL ETHER; &diams; POLY(METHYL OXIRANE-CO-OXIRANE), MONOBUTYL ETHER","BOILER WATER ADDITIVE,; SURFACE-ACTIVE AGENT",9038-95-3,9038-95-3,ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) POLY(OXYPROPYLENE),"&diams; PEG/PPG BUTYL ETHER; &diams; BUTOXYPOLYOXYETHYLENE POLYOXYPROPYLENE GLYCOL; &diams; PEG/PPG MONOBUTYL ETHER; &diams; BUTOXYPOLYETHYLENE POLYPROPYLENE GLYCOL; &diams; PPG-BUTETH; &diams; OXIRANE, METHYL-, POLYMER WITH WITH OXIRANE, MONOBUTYL ETHER; &diams; POLY(ETHYLENE GLYCOL-CO-PROPYLENE GLYCOL), MONOBUTYL ETHER; &diams; GLYCOLS, POLYETHYLENE-PROPYLENE, MONOBUTYL ETHER; &diams; ALPHA-BUTYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)POLY(OXYPROPYLENE); &diams; POLYETHYLENE-POLYPROPYLENE GLYCOL MONOBUTYL ETHER; &diams; POLY(METHYL OXIRANE-CO-OXIRANE), MONOBUTYL ETHER","BOILER WATER ADDITIVE,; SURFACE-ACTIVE AGENT",,,,,,,173.310,173.340,175.105,176.210,177.1632,178.1010,178.3570,178.3910,,,,,,,,,,,,,,,,,,,
food_substances,3-BUTYLIDENEPHTHALIDE,"&diams; 3-BUTYLIDENEPHTHALIDE; &diams; LIGUSTICUM LACTONE; &diams; PHTHALIDE, 3-BUTYLIDENE-; &diams; 1(3H)-ISOBENZOFURANONE, 3-BUTYLIDENE-; &diams; 3-BUTYLIDENE-1(3H)-ISOBENZOFURANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",551-08-6,551-08-6,3-BUTYLIDENEPHTHALIDE,"&diams; 3-BUTYLIDENEPHTHALIDE; &diams; LIGUSTICUM LACTONE; &diams; PHTHALIDE, 3-BUTYLIDENE-; &diams; 1(3H)-ISOBENZOFURANONE, 3-BUTYLIDENE-; &diams; 3-BUTYLIDENE-1(3H)-ISOBENZOFURANONE","FLAVOR ENHANCER,; FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333,"6, 7",,,1170
food_substances,BUTYL ISOBUTYRATE,"&diams; BUTYL ISOBUTYRATE; &diams; BUTYL 2-METHYLPROPANOATE; &diams; PROPANOIC ACID, 2-METHYL-, BUTYL ESTER; &diams; ISOBUTYRIC ACID, BUTYL ESTER; &diams; BUTYL ISOBUTANOATE",FLAVORING AGENT OR ADJUVANT,97-87-0,97-87-0,BUTYL ISOBUTYRATE,"&diams; BUTYL ISOBUTYRATE; &diams; BUTYL 2-METHYLPROPANOATE; &diams; PROPANOIC ACID, 2-METHYL-, BUTYL ESTER; &diams; ISOBUTYRIC ACID, BUTYL ESTER; &diams; BUTYL ISOBUTANOATE",FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2188,3,25,,188
food_substances,BUTYL ISOTHIOCYANATE,"&diams; BUTYL ISOTHIOCYANATE; &diams; BUTYL MUSTARD OIL; &diams; BUTANE, 1-ISOTHIOCYANATO-; &diams; 1-ISOTHIOCYANATOBUTANE; &diams; ISOTHIOCYANIC ACID, BUTYL ESTER",FLAVORING AGENT OR ADJUVANT,592-82-5,592-82-5,BUTYL ISOTHIOCYANATE,"&diams; BUTYL ISOTHIOCYANATE; &diams; BUTYL MUSTARD OIL; &diams; BUTANE, 1-ISOTHIOCYANATO-; &diams; 1-ISOTHIOCYANATOBUTANE; &diams; ISOTHIOCYANIC ACID, BUTYL ESTER",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4082,22,,,1561
food_substances,2-BUTYLISOTHIOCYANATE,"&diams; SEC-BUTYL ISOTHIOCYANATE; &diams; BUTYL ISOTHIOCYANATE, SEC-; &diams; butane, 2-isothiocyanato-; &diams; 2-isothiocyanatobutane; &diams; isothiocyanic acid, sec-butyl ester; &diams; 2-butyl isothiocyanate; &diams; InChI=1S/C5H9NS/c1-3-5(2)6-4-7/h5H,3H2,1-2H3; &diams; InChIKey: TUFJIDJGIQOYFY-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,4426-79-3,4426-79-3,2-BUTYLISOTHIOCYANATE,"&diams; SEC-BUTYL ISOTHIOCYANATE; &diams; BUTYL ISOTHIOCYANATE, SEC-; &diams; butane, 2-isothiocyanato-; &diams; 2-isothiocyanatobutane; &diams; isothiocyanic acid, sec-butyl ester; &diams; 2-butyl isothiocyanate; &diams; InChI=1S/C5H9NS/c1-3-5(2)6-4-7/h5H,3H2,1-2H3; &diams; InChIKey: TUFJIDJGIQOYFY-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4419,23,,,1890
